Sapling_Tag_ID,Date,Season,Year,Canopy Cover,Percent_Class,Categories,Dominant_Category,Max_Category,Blight_Score,Branch1_twig,Branch1_leaf,Branch2_twig,Branch2_leaf,Branch3_twig,Branch3_leaf,TOTAL_Twig,TOTAL_Leaf,TOTAL_Leaf_per_Twig,Browse,Vertical,Other_Pattern,Alive,Comments
SC1-12,1-Oct-18,F,2018,4,2,123,2,3,51,4,12,3,8,4,11,11,31,2.81,n,n,y,y,a few dead buds
SC1-13,1-Oct-18,F,2018,4,2,123,2,3,51,5,3,3,10,6,17,14,30,2.14,n,n,y,y,
SC1-14,1-Oct-18,F,2018,2,1,1,1,1,25,3,2,5,14,5,11,13,27,2.07,n,n,n,y,top dead; damaged leaves
SC1-15,1-Oct-18,F,2018,3,1,12,2,2,30,8,34,8,34,4,4,20,72,3.6,n,n,y,y,many failed buds at top; damaged leaves
SC1-16,1-Oct-18,F,2018,3,1,1,1,1,25,7,1,4,5,7,2,18,8,0.44,n,n,n,y,BLD very low; some damaged leaves
SC1-17,1-Oct-18,F,2018,4,1,12,2,2,30,10,75,4,11,6,32,20,118,5.9,n,n,y,y,
SC1-18,1-Oct-18,F,2018,2,1,1,1,1,25,3,0,14,11,8,0,25,11,0.44,n,n,n,y,many failed buds
SC1-19,1-Oct-18,F,2018,3,1,12,2,2,30,6,2,11,60,9,19,26,81,3.11,n,n,y,y,
SC1-20,1-Oct-18,F,2018,4,1,12,2,2,30,7,14,4,9,6,16,17,39,2.29,y,n,y,y,
PB1-01,5-Oct-18,F,2018,1,4,34,4,4,100,5,2,6,11,5,5,16,18,1.12,n,n,y,y,note: L:T count represents ALL leaves on tree
PB1-02,5-Oct-18,F,2018,2,4,234,3,4,96,3,1,3,2,3,4,9,7,0.77,n,n,y,y,
PB1-03,5-Oct-18,F,2018,2,3,1234,3,4,76,5,4,7,5,3,2,15,11,0.73,n,n,y,y,
PB1-04,5-Oct-18,F,2018,1,4,4,4,4,100,4,0,11,2,7,1,22,3,0.13,n,n,n,y,"4 leaves on tree, 3 very small"
PB1-05,5-Oct-18,F,2018,2,4,1234,3,4,96,4,1,4,6,6,0,14,7,0.5,n,n,y,y,many 4s; only 3-4 clean leaves
PB1-06,5-Oct-18,F,2018,4,3,123,2,3,71,4,6,11,26,5,4,20,36,1.8,n,n,y,y,
PB1-07,5-Oct-18,F,2018,3,2,1234,2,4,52,4,1,5,8,5,5,14,14,1,n,n,y,y,
PB1-08,5-Oct-18,F,2018,4,3,123,2,3,71,6,2,4,2,11,17,21,21,1,n,n,y,y,
PB1-09,5-Oct-18,F,2018,4,2,1234,2,4,52,4,0,5,12,5,12,14,24,1.71,n,n,y,y,just shy of 50% BLD
PB1-10,5-Oct-18,F,2018,1,4,1234,2,4,92,5,0,4,3,10,22,19,25,1.31,n,n,y,y,near 100% BLD
PB1-11,9-Oct-18,F,2018,1,1,1,1,1,25,4,0,5,3,9,2,18,5,0.27,n,n,n,y,BLD very low; but only 11 leaves; most undersized
PB1-12,9-Oct-18,F,2018,0,,,,,,,,,,,,,,,,,,n,DEAD
PB1-13,9-Oct-18,F,2018,1,1,12,2,2,30,7,8,4,0,4,0,15,8,0.53,n,n,y,y,"BLD very low, but only 13 leaves; many undersized"
PB1-14,9-Oct-18,F,2018,0,0,,,,,8,0,4,0,3,0,15,0,0,n,n,n,y,main stem dead (leafless); stems flexible; some dead leaves attached w green petioles
PB1-15,9-Oct-18,F,2018,1,3,123,2,3,71,9,23,8,1,6,1,23,25,1.08,n,n,y,y,curled brown leaves
PB1-16,9-Oct-18,F,2018,1,1,13,1,3,27,4,0,10,4,5,4,19,8,0.42,n,n,y,y,very few leaves; most undersized
PB1-17,9-Oct-18,F,2018,2,2,12,2,2,50,11,32,4,0,4,2,19,34,1.78,n,n,y,y,discoloration and mottling
PB1-18,9-Oct-18,F,2018,2,3,123,2,3,71,4,2,5,0,6,8,15,10,0.66,n,n,y,y,physical damage
PB1-19,9-Oct-18,F,2018,3,1,12,2,2,30,6,6,7,1,11,6,24,13,0.54,n,n,y,y,"BLD low, lots of damage; brown and curling"
PB1-20,9-Oct-18,F,2018,4,2,12,2,2,50,13,41,6,10,3,0,22,51,2.31,n,n,y,y,
SB1-01,8-Oct-18,F,2018,1,4,3,3,3,95,7,0,3,2,6,0,16,2,0.12,n,n,n,y,only 2 leaves
SB1-02,8-Oct-18,F,2018,3,4,1234,2,4,92,3,6,3,6,4,5,10,17,1.7,n,n,y,y,near 100%
SB1-03,8-Oct-18,F,2018,3,4,1234,3,4,96,3,0,3,4,4,6,10,10,1,n,n,y,y,near 100%
SB1-04,8-Oct-18,F,2018,1,3,23,2,3,71,3,0,5,0,3,2,11,2,0.18,n,n,y,y,
SB1-05,8-Oct-18,F,2018,0,,,,,,,,,,,,,,,,,,n,DEAD
SB1-06,8-Oct-18,F,2018,3,1,12,2,2,30,3,5,11,31,6,5,20,41,2.05,n,n,y,y,"BLD low, but lots of yellow blotchy spots"
SB1-07,8-Oct-18,F,2018,0,,,,,,,,,,,,,,,,,,n,DEAD
SB1-08,8-Oct-18,F,2018,1,4,123,3,3,95,3,0,3,0,6,0,12,0,0,n,n,y,y,
SB1-09,8-Oct-18,F,2018,0,,,,,,,,,,,,,,,,,,n,DEAD
SB1-10,8-Oct-18,F,2018,0,,,,,,,,,,,,,,,,,,n,DEAD
SB1-11,8-Oct-18,F,2018,1,3,3,3,3,75,6,1,5,2,3,0,14,3,0.21,n,n,y,y,main stem dead; basal sprout
SB1-12,8-Oct-18,F,2018,4,3,34,3,4,76,3,0,4,7,3,4,10,11,1.1,n,n,y,y,
SB1-13,8-Oct-18,F,2018,2,4,1234,3,4,96,3,2,5,5,3,2,11,9,0.81,n,n,y,y,only 2 healthy leaves
SB1-14,8-Oct-18,F,2018,3,2,124,2,4,52,3,1,6,7,10,47,19,55,2.89,n,n,y,y,near 50% BLD
SB1-15,8-Oct-18,F,2018,1,3,123,2,3,71,6,0,10,0,5,2,21,2,0.09,n,n,y,y,
SB1-16,8-Oct-18,F,2018,1,2,13,3,3,55,6,5,3,3,4,4,13,12,0.92,n,n,y,y,
SB1-17,8-Oct-18,F,2018,2,1,2,2,2,30,4,3,3,0,4,5,11,8,0.72,y,n,y,y,"BLD very low, lots of yellow splotches/mottling"
SB1-18,8-Oct-18,F,2018,2,4,123,3,3,95,3,4,3,0,4,6,10,10,1,n,n,y,y,only 1 clean leaf
SB1-19,8-Oct-18,F,2018,3,4,123,2,3,91,3,3,3,2,5,5,11,10,0.9,n,n,y,y,
SB1-20,8-Oct-18,F,2018,4,2,123,3,3,55,6,21,4,10,5,11,15,42,2.8,n,n,y,y,
SC1-01,12-Jun-19,S,2019,5,2,123,1,3,47,7,35,4,13,7,31,18,79,4.38,n,n,y,y,
SC1-02,12-Jun-19,S,2019,5,1,1,1,1,25,6,17,8,33,5,9,19,59,3.1,y,n,y,y,
SC1-03,12-Jun-19,S,2019,4,1,123,2,3,31,4,10,8,22,7,23,19,55,2.89,n,n,y,y,
SC1-04,12-Jun-19,S,2019,5,2,123,2,3,51,6,17,8,7,7,19,21,43,2.04,n,y,y,y,
SC1-05,12-Jun-19,S,2019,5,4,1234,2,4,92,9,40,6,36,8,29,23,105,4.56,y,n,y,y,
SC1-06,12-Jun-19,S,2019,0,,,,,,,,,,,,,,,,,,n,
SC1-07,12-Jun-19,S,2019,5,2,123,1,3,47,12,87,5,14,8,18,25,119,4.76,n,n,y,y,
SC1-08,12-Jun-19,S,2019,4,3,123,1,3,67,3,8,14,73,6,18,23,99,4.3,n,n,y,y,
SC1-09,12-Jun-19,S,2019,5,0,0,0,0,0,4,9,,,,,,,,n,n,y,y,barely alive; branch 1 in only live leaves on tree; no BLD symptoms found - lots of necrosis
SC1-10,12-Jun-19,S,2019,5,1,1234,2,4,32,10,66,5,9,17,166,32,241,7.53,n,n,y,y,
SC1-11,12-Jun-19,S,2019,4,4,1234,2,4,92,12,56,4,11,10,62,26,129,4.96,N,N,Y,Y,one dead branch between #2 and #3
SC1-12,12-Jun-19,S,2019,4,5,1234,3,4,116,3,5,4,9,4,6,11,20,1.81,N,N,Y,Y,only 3 clean leaves; lowest branch is dead
SC1-13,12-Jun-19,S,2019,5,4,1234,2,4,92,5,2,3,6,6,23,14,31,2.21,N,N,Y,Y,
SC1-14,12-Jun-19,S,2019,2,3,123,2,3,71,5,11,9,66,,,,,,N,N,N,Y,main stem dead above 2ft; dead above branch #2
SC1-15,12-Jun-19,S,2019,5,2,123,1,3,47,8,41,8,52,4,8,20,101,5.05,N,N,Y,Y,
SC1-16,12-Jun-19,S,2019,5,2,123,2,3,51,7,19,4,7,4,13,15,39,2.6,N,N,Y,Y,
SC1-17,12-Jun-19,S,2019,5,3,1234,2,4,72,5,8,8,34,8,30,21,72,3.42,N,N,Y,Y,double leader
SC1-18,12-Jun-19,S,2019,5,1,12,1,2,26,3,5,8,0,8,17,19,22,1.15,N,N,Y,Y,
SC1-19,12-Jun-19,S,2019,5,2,123,2,3,51,8,57,5,21,8,27,21,105,5,N,N,Y,Y,
SC1-20,12-Jun-19,S,2019,4,4,123,2,3,91,4,16,7,28,8,20,19,64,3.36,N,N,Y,Y,
PB1-01,18-Jun-19,S,2019,2,4,1234,3,4,96,5,20,6,15,5,5,16,40,2.5,n,n,y,y,
PB1-02,18-Jun-19,S,2019,2,3,123,3,3,75,3,2,4,3,3,2,10,7,0.7,n,n,y,y,appears to have already dropped most of this year's leaves
PB1-03,18-Jun-19,S,2019,1,4,234,1,4,88,6,3,5,7,7,12,18,22,1.22,n,n,y,y,many leaves are tiny and unfurled
PB1-04,18-Jun-19,S,2019,2,3,1234,2,4,72,8,31,7,0,3,0,18,31,1.72,n,n,y,y,lowest branch is dead
PB1-05,18-Jun-19,S,2019,2,4,1234,2,4,92,4,6,4,9,6,5,14,20,1.42,n,n,y,y,
PB1-06,18-Jun-19,S,2019,3,4,2134,2,4,92,3,14,10,31,5,0,18,45,2.5,n,n,y,y,
PB1-07,18-Jun-19,S,2019,3,3,123,2,3,71,4,12,4,12,4,0,12,24,2,n,n,y,y,
PB1-08,18-Jun-19,S,2019,4,4,1234,1,4,88,3,3,8,4,3,0,14,7,0.5,n,n,n,y,2 is nearly dominant
PB1-09,18-Jun-19,S,2019,4,3,124,1,4,68,3,0,4,11,5,14,12,25,2.08,n,n,y,y,one twig on branch #2 is broken
PB1-10,18-Jun-19,S,2019,3,2,124,1,4,48,4,3,9,15,5,1,18,19,1.05,n,y,y,y,most BLD at bottom (reverse vertical pattern)
PB1-11,18-Jun-19,S,2019,3,3,1234,2,4,72,4,0,6,14,5,21,15,35,2.33,n,n,y,y,
PB1-12,18-Jun-19,S,2019,0,,,,,,,,,,,,,,,,,,n,dead
PB1-13,18-Jun-19,S,2019,3,3,1234,2,4,72,7,23,4,31,3,5,14,59,4.21,n,y,y,y,
PB1-14,18-Jun-19,S,2019,3,3,1234,2,4,72,4,6,3,2,8,9,15,17,1.13,n,n,y,y,double stem; thickening at end of branches
PB1-15,18-Jun-19,S,2019,1,3,1234,2,4,72,12,13,6,3,3,3,21,19,0.9,n,n,y,y,
PB1-16,18-Jun-19,S,2019,1,4,1234,2,4,92,3,4,9,17,3,7,15,28,1.86,n,n,n,y,lots of necrosis; broken branch between #1 and #2; too few leaves to see any pattern
PB1-17,18-Jun-19,S,2019,3,3,123,2,3,71,4,7,3,4,7,23,14,34,2.42,n,y,y,y,
PB1-18,18-Jun-19,S,2019,2,4,123,2,3,91,3,11,4,20,5,5,12,36,3,n,y,y,y,top dead; lower portion healthy
PB1-19,18-Jun-19,S,2019,3,3,123,2,3,71,5,3,4,25,4,28,13,56,4.3,n,n,y,y,
PB1-20,18-Jun-19,S,2019,4,3,12,2,2,70,5,9,4,10,5,5,14,24,1.71,n,y,y,y,
SB1-01,28-Jun-19,S,2019,2,3,123,2,3,71,0,0,0,0,5,13,5,13,2.6,n,n,y,y,"just>10% leaf cover; only 13 leaves total, 8 with BLD; branch #3 is only living portion"
SB1-02,28-Jun-19,S,2019,3,5,234,2,4,112,3,3,3,6,3,5,9,14,1.55,n,n,n,y,100% BLD
SB1-03,28-Jun-19,S,2019,0,,,,,,3,0,,,,,,,,n,n,n,y,leader broken by fallen CWD; a few failed buds but no leaves
SB1-04,28-Jun-19,S,2019,1,4,123,1,3,87,3,0,2,2,2,2,7,4,0.57,n,n,y,y,only 17 leaves total
SB1-05,28-Jun-19,S,2019,0,,,,,,,,,,,,,,,,,,n,dead
SB1-06,28-Jun-19,S,2019,3,4,12,2,2,90,10,19,4,5,5,8,19,32,1.68,n,n,y,y,
SB1-07,28-Jun-19,S,2019,0,,,,,,,,,,,,,,,,,,,dead
SB1-08,28-Jun-19,S,2019,1,4,1234,3,4,96,4,1,3,0,3,0,10,1,0.1,n,n,y,y,
SB1-09,28-Jun-19,S,2019,0,,,,,,,,,,,,,,,,,,n,dead
SB1-10,28-Jun-19,S,2019,0,,,,,,,,,,,,,,,,,,n,dead
SB1-11,28-Jun-19,S,2019,1,4,23,3,3,95,4,1,3,3,3,0,10,4,0.4,y,n,n,y,main stem is dead; basal sprout counted as branch #1
SB1-12,28-Jun-19,S,2019,1,3,12,2,2,70,3,2,6,3,4,0,13,5,0.38,n,n,n,y,"all clean leaves are late emerging, tiny"
SB1-13,28-Jun-19,S,2019,1,3,12,2,2,70,3,1,5,11,3,1,11,13,1.18,n,n,n,y,"all leaves on branch #2 are late emerging, tiny"
SB1-14,28-Jun-19,S,2019,4,3,1234,2,4,72,5,8,10,77,4,5,19,90,4.73,n,n,n,y,
SB1-15,28-Jun-19,S,2019,2,3,123,2,3,71,3,5,11,28,4,7,18,40,2.22,n,n,n,y,
SB1-16,28-Jun-19,S,2019,1,4,2,2,2,90,3,7,6,10,3,4,12,21,1.75,n,n,y,y,
SB1-17,28-Jun-19,S,2019,1,3,2,2,2,70,3,4,5,4,3,5,11,13,1.18,n,n,n,y,
SB1-18,28-Jun-19,S,2019,1,3,23,2,3,71,3,0,5,0,,,,,,n,n,n,y,only 10 leaves total
SB1-19,28-Jun-19,S,2019,3,3,1234,2,4,72,3,2,4,5,3,7,10,14,1.4,n,n,y,y,
SB1-20,28-Jun-19,S,2019,1,2,23,2,3,51,5,11,5,2,4,2,14,15,1.07,n,n,y,y,small late-emerging leaves are clean
SC1-01,26-Sep-19,F,2019,4,2,12,2,2,50,7,30,4,6,9,23,20,59,2.95,n,n,n,y,lots of physical damage - browning (anthracnose?); some herb damage
SC1-02,26-Sep-19,F,2019,0,,,,0,,7,0,8,0,5,0,20,0,0,n,n,n,y,"nearly dead; no living leaves, just one dead leaf"
SC1-03,26-Sep-19,F,2019,3,2,12,1,2,46,3,2,5,4,7,6,15,12,0.8,n,n,y,y,lots of physical damage - browning (anthracnose?); some herb damage
SC1-04,26-Sep-19,F,2019,4,2,12,2,2,50,6,13,8,31,7,14,21,58,2.76,n,n,y,y,lots of physical damage - browning (anthracnose?); some herb damage
SC1-05,26-Sep-19,F,2019,4,3,123,3,3,75,8,26,4,9,7,22,19,57,3,n,n,y,y,lots of physical damage - browning (anthracnose?); some herb damage
SC1-06,26-Sep-19,F,2019,0,,,,0,,,,,,,,,,,,,,n,dead
SC1-07,26-Sep-19,F,2019,3,2,12,1,2,46,11,42,4,4,5,8,20,54,2.7,n,n,y,y,lots of physical damage - browning (anthracnose?); some herb damage
SC1-08,26-Sep-19,F,2019,2,2,12,1,2,46,3,0,14,28,6,3,23,31,1.34,n,n,y,y,anthracnose?
SC1-09,26-Sep-19,F,2019,0,,,,0,,,,,,,,,,,,,,n,dead
SC1-10,26-Sep-19,F,2019,5,2,12,2,2,50,10,47,4,7,15,136,29,190,6.55,n,n,y,y,
SC1-11,26-Sep-19,F,2019,2,2,12,1,2,46,12,19,4,10,11,13,27,42,1.55,n,n,y,y,
SC1-12,26-Sep-19,F,2019,2,4,123,2,3,91,3,1,5,0,5,6,13,7,0.53,n,n,n,y,
SC1-13,26-Sep-19,F,2019,4,3,123,2,3,71,6,2,7,17,10,51,23,70,3.04,n,n,y,y,
SC1-14,26-Sep-19,F,2019,3,1,12,1,2,26,4,11,10,59,,,,,,n,n,n,y,
SC1-15,26-Sep-19,F,2019,3,1,12,1,2,26,10,26,7,11,10,35,27,72,2.66,n,n,n,y,some physical damage
SC1-16,26-Sep-19,F,2019,3,1,1,1,1,25,8,4,5,3,7,13,20,20,1,n,n,n,y,
SC1-17,26-Sep-19,F,2019,4,2,12,2,2,50,14,90,3,6,5,1,22,97,4.4,n,n,y,y,
SC1-18,26-Sep-19,F,2019,3,1,1,1,1,25,3,1,16,31,17,3,36,35,0.97,n,n,n,y,
SC1-19,26-Sep-19,F,2019,4,1,1,1,1,25,12,38,5,1,15,81,32,120,3.75,n,n,y,y,damage
SC1-20,4-Oct-19,F,2019,4,1,1,1,1,25,7,15,8,12,7,15,22,42,1.9,n,n,y,y,
PB1-01,4-Oct-19,F,2019,1,5,12,1,2,106,6,4,4,0,3,0,13,4,0.3,n,n,n,y,lots of browning/damage; only 9 leaves
PB1-02,4-Oct-19,F,2019,1,3,123,2,3,71,4,2,5,0,4,5,13,7,0.53,n,n,n,y,only 10 leaves
PB1-03,4-Oct-19,F,2019,1,4,23,3,3,95,6,4,5,2,7,4,18,10,0.55,n,n,n,y,some browning and damage
PB1-04,4-Oct-19,F,2019,2,3,1234,3,4,76,7,29,6,0,3,0,16,29,1.81,n,n,n,y,
PB1-05,4-Oct-19,F,2019,1,4,1234,2,4,92,4,4,8,0,6,2,18,6,0.33,n,n,n,y,lots of 3s
PB1-06,4-Oct-19,F,2019,2,4,1234,3,4,96,4,9,12,14,9,13,25,36,1.44,n,n,n,y,
PB1-07,4-Oct-19,F,2019,3,4,1234,2,4,92,4,11,6,10,5,10,15,31,2.06,n,n,n,y,
PB1-08,4-Oct-19,F,2019,2,4,123,2,3,91,10,0,8,26,8,16,26,42,1.61,n,n,n,y,
PB1-09,4-Oct-19,F,2019,3,3,12,2,2,70,4,11,4,12,3,3,11,26,2.36,n,n,n,y,
PB1-10,4-Oct-19,F,2019,3,2,123,2,3,51,7,9,3,6,4,0,14,15,1.07,n,n,n,y,
PB1-11,4-Oct-19,F,2019,3,2,123,2,3,51,3,2,3,0,7,13,13,15,1.15,n,n,y,y,
PB1-12,4-Oct-19,F,2019,,,,,,,,,,,,,,,,,,,n,DEAD
PB1-13,4-Oct-19,F,2019,3,3,123,2,3,71,7,20,3,0,5,5,15,25,1.66,n,n,y,y,some browning and damage
PB1-14,4-Oct-19,F,2019,3,4,123,2,3,91,4,6,3,0,7,4,14,10,0.71,n,n,y,y,
PB1-15,4-Oct-19,F,2019,1,4,12,2,2,90,11,3,4,3,3,0,18,6,0.33,n,n,n,y,lots of browning and damage
PB1-16,4-Oct-19,F,2019,1,5,234,3,4,116,5,4,12,9,6,6,23,19,0.82,n,n,y,y,lots of browning and damage
PB1-17,4-Oct-19,F,2019,4,3,12,2,2,70,5,5,4,10,3,3,12,18,1.5,n,n,n,y,damage and browning
PB1-18,4-Oct-19,F,2019,2,4,12,1,2,86,5,7,5,4,3,0,13,11,0.84,n,n,y,y,
PB1-19,4-Oct-19,F,2019,2,3,12,2,2,70,6,6,8,16,5,0,19,22,1.15,n,n,y,y,
PB1-20,4-Oct-19,F,2019,2,2,123,2,3,51,11,20,5,10,5,7,21,37,1.76,n,n,y,y,
SB1-01,7-Oct-19,F,2019,1,3,12,2,2,70,4,0,3,0,3,3,10,3,0.3,N,N,N,Y,only 10 leaves on the tree
SB1-02,7-Oct-19,F,2019,2,4,123,3,3,95,3,3,6,2,3,2,12,7,0.58,n,n,n,y,
SB1-03,7-Oct-19,F,2019,1,3,1,1,1,65,4,2,7,1,,,,,,n,n,n,y,some browning on one leaf; CWD damage
SB1-04,7-Oct-19,F,2019,1,3,12,1,2,66,1,5,0,3,0,3,1,11,11,n,n,n,y,BLD not obvious; extensive browning and damage on leaves
SB1-05,7-Oct-19,F,2019,,,,,,,,,,,,,,,,,,,N,DEAD
SB1-06,7-Oct-19,F,2019,2,3,123,2,3,71,10,20,4,4,4,8,18,32,1.77,n,n,y,y,
SB1-07,7-Oct-19,F,2019,,,,,,,,,,,,,,,,,,,N,DEAD
SB1-08,7-Oct-19,F,2019,1,4,123,2,3,91,4,0,3,3,3,6,10,9,0.9,n,n,n,y,
SB1-09,7-Oct-19,F,2019,,,,,,,,,,,,,,,,,,,N,DEAD
SB1-10,7-Oct-19,F,2019,,,,,,,,,,,,,,,,,,,N,DEAD
SB1-11,7-Oct-19,F,2019,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-12,7-Oct-19,F,2019,1,3,12,2,2,70,3,3,3,1,7,2,13,6,0.46,n,n,y,y,
SB1-13,7-Oct-19,F,2019,2,2,12,2,2,50,3,1,7,11,3,1,13,13,1,n,n,y,y,
SB1-14,7-Oct-19,F,2019,3,3,123,2,3,71,3,4,5,5,10,52,18,61,3.38,n,n,y,y,
SB1-15,7-Oct-19,F,2019,3,4,123,2,3,91,5,5,4,3,11,18,20,26,1.3,n,n,y,y,
SB1-16,7-Oct-19,F,2019,1,3,12,2,2,70,4,0,5,7,4,2,13,9,0.69,n,n,y,y,
SB1-17,7-Oct-19,F,2019,2,2,12,2,2,50,3,4,4,3,5,5,12,12,1,n,n,y,y,
SB1-18,7-Oct-19,F,2019,1,3,123,2,3,71,3,3,3,0,3,1,9,4,0.44,n,n,y,y,
SB1-19,7-Oct-19,F,2019,1,2,12,2,2,50,4,1,4,2,7,5,15,8,0.53,n,n,y,y,
SB1-20,7-Oct-19,F,2019,1,2,23,2,3,51,6,6,4,2,3,2,13,10,0.76,n,n,y,y,
SC1-01,11-Jun-20,S,2020,4,3,1234,3,4,76,5,26,5,9,6,21,16,56,3.5,N,N,Y,Y,
SC1-02,11-Jun-20,S,2020,5,1,1,0,1,21,5,30,3,11,4,17,12,58,4.83,Y,N,N,Y,A lot of leaves w speckled browning - not BLD
SC1-03,11-Jun-20,S,2020,5,1,1234,0,4,24,3,7,3,6,6,15,12,28,2.33,N,Y,Y,Y,
SC1-04,11-Jun-20,S,2020,5,4,1234,3,4,96,3,16,3,21,3,12,9,49,5.44,N,Y,Y,Y,
SC1-05,11-Jun-20,S,2020,3,4,1234,4,4,100,6,23,4,22,6,18,16,63,3.93,N,N,Y,Y,
SC1-06,11-Jun-20,S,2020,,,,,,,,,,,,,,,,,,,N,
SC1-07,11-Jun-20,S,2020,3,3,1234,3,4,76,11,60,4,10,3,9,18,79,4.38,Y,N,Y,Y,
SC1-08,11-Jun-20,S,2020,4,3,1234,3,4,76,3,11,3,4,6,21,12,36,3,N,Y,Y,Y,
SC1-09,11-Jun-20,S,2020,5,0,0,0,0,0,4,17,,,,,,,,Y,N,N,Y,"Original stem broke, now just a small branch; this single branch assesses as Branch#1"
SC1-10,11-Jun-20,S,2020,5,4,1234,4,4,100,4,13,4,11,11,156,19,180,9.47,N,N,Y,Y,
SC1-11,11-Jun-20,S,2020,4,2,1234,2,4,52,11,63,4,12,11,65,26,140,5.38,y,n,y,y,
SC1-12,11-Jun-20,S,2020,2,4,124,4,4,100,4,8,3,3,3,2,10,13,1.3,y,n,n,y,
SC1-13,11-Jun-20,S,2020,2,4,1234,4,4,100,5,12,6,21,7,11,18,44,2.44,y,n,y,y,
SC1-14,11-Jun-20,S,2020,1,4,34,4,4,100,5,18,,,,,,,,n,n,n,y,Top is completely dead
SC1-15,11-Jun-20,S,2020,4,4,1234,2,4,92,9,48,6,15,9,42,24,105,4.37,n,y,y,y,
SC1-16,11-Jun-20,S,2020,5,3,1234,4,4,80,8,23,4,11,9,32,21,66,3.14,y,n,y,y,
SC1-17,11-Jun-20,S,2020,3,2,1234,2,4,52,11,61,3,6,5,12,19,79,4.15,n,n,y,y,"some brown, curl; undersized leaves"
SC1-18,11-Jun-20,S,2020,5,2,1234,2,4,52,4,6,11,38,9,37,24,81,3.37,n,n,y,y,
SC1-19,11-Jun-20,S,2020,4,2,1234,2,4,52,11,59,4,9,6,22,21,90,4.28,n,n,y,y,some brown/curl
SC1-20,11-Jun-20,S,2020,3,4,1234,2,4,92,7,6,8,23,7,25,22,54,2.45,n,n,y,y,mainstem dead above 5ft; some brown/curl; many small leaves
PB1-01,12-Jun-20,S,2020,4,3,1234,4,4,80,4,27,5,26,,,,,,n,n,y,y,top dead
PB1-02,12-Jun-20,S,2020,1,3,4,4,4,80,5,8,4,5,4,7,13,20,1.53,y,y,y,y,"3 small light green leaves, top all dead"
PB1-03,12-Jun-20,S,2020,2,2,12,1,2,46,4,5,5,4,3,6,12,15,1.25,y,n,y,y,
PB1-04,12-Jun-20,S,2020,1,4,1234,4,4,100,3,3,5,26,,,,,,y,n,y,y,mostly dead
PB1-05,12-Jun-20,S,2020,1,4,1234,4,4,100,8,11,3,3,3,6,14,20,1.42,n,n,y,y,small light green leaves
PB1-06,12-Jun-20,S,2020,3,3,1234,1,4,68,3,12,11,22,7,30,21,64,3.04,y,n,y,y,
PB1-07,12-Jun-20,S,2020,2,3,1234,1,4,68,3,5,4,12,5,8,12,25,2.08,y,n,n,y,
PB1-08,12-Jun-20,S,2020,4,3,1234,1,4,68,4,18,5,9,4,15,13,42,3.23,n,n,y,y,
PB1-09,12-Jun-20,S,2020,4,3,1234,4,4,80,4,14,4,3,3,2,11,19,1.72,n,n,y,y,
PB1-10,12-Jun-20,S,2020,4,2,34,1,4,48,4,8,4,16,3,8,11,32,2.9,n,n,y,y,
PB1-11,12-Jun-20,S,2020,2,2,1234,4,4,60,3,7,4,17,5,12,12,36,3,N,N,Y,Y,
PB1-12,12-Jun-20,S,2020,,,,,,,,,,,,,,,,,,,n,dead
PB1-13,12-Jun-20,S,2020,1,4,134,4,4,100,5,4,3,7,5,19,13,30,2.3,Y,N,Y,Y,small light green leaves
PB1-14,12-Jun-20,S,2020,2,4,1234,4,4,100,6,13,6,20,,,,,,Y,N,Y,Y,
PB1-15,12-Jun-20,S,2020,1,4,1234,2,4,92,10,32,,,,,,,,N,N,N,Y,top dead; small light green leaves
PB1-16,12-Jun-20,S,2020,1,5,3,3,3,115,3,2,7,2,6,0,16,4,0.25,N,N,N,Y,"only 4 leaves, two very small"
PB1-17,12-Jun-20,S,2020,4,2,1234,2,4,52,5,4,4,6,4,3,13,13,1,Y,N,N,Y,very yellow leaves
PB1-18,12-Jun-20,S,2020,3,2,123,2,3,51,3,2,5,3,8,13,16,18,1.12,Y,N,N,Y,some very yellow leaves
PB1-19,12-Jun-20,S,2020,3,3,1234,2,4,72,4,0,9,13,4,7,17,20,1.17,N,N,Y,Y,
PB1-20,12-Jun-20,S,2020,4,3,1234,2,4,72,3,3,7,7,5,11,15,21,1.4,N,N,Y,Y,some brown/curl; lots of dead buds; especially at top
SB1-01,8-Jun-20,S,2020,1,3,123,2,3,71,5,7,,,,,,,,n,n,n,y,6/10 leaves with BLD; some insect damage & anthracnose
SB1-02,8-Jun-20,S,2020,1,3,12,2,2,70,4,3,3,2,6,0,13,5,0.38,y,n,n,y,3/5 leaves with BLD; a few very small only partially emerged leaves
SB1-03,8-Jun-20,S,2020,1,4,123,3,3,95,3,6,,,,,,,,n,n,n,y,6/6 leaves with BLD; one leaf w anthracnose
SB1-04,8-Jun-20,S,2020,1,4,2,2,2,90,2,2,,,,,,,,n,n,n,y,2/2 leaves with BLD; both w cat. 2; some anthracnose
SB1-05,8-Jun-20,S,2020,,,,,,,,,,,,,,,,,,,n,MISSING
SB1-06,8-Jun-20,S,2020,1,4,123,2,3,91,10,21,5,12,4,0,19,33,1.73,n,n,n,y,"some pale, late-emerged leaves; some insect damage; many undersized leaves"
SB1-07,8-Jun-20,S,2020,,,,,,,,,,,,,,,,,,,n,MISSING
