Date,Tree,Species,Direction,Cover Class
1-Jun,200,Multiflora rose,S,0
1-Jun,200,Honeysuckle,S,0
1-Jun,200,Privot,S,0
1-Jun,200,Spicebush,S,0
1-Jun,200,Rubus,S,0
1-Jun,200,Mapleleaf viburnum,S,1
1-Jun,187,Buckthorn,N,0
1-Jun,187,Multiflora rose,N,1
1-Jun,187,Honeysuckle,N,0
1-Jun,187,Privot,N,0
1-Jun,187,Spicebush,N,0
1-Jun,187,Rubus,N,0
1-Jun,187,Mapleleaf viburnum,N,0
1-Jun,187,Buckthorn,S,0
1-Jun,187,Multiflora rose,S,1
1-Jun,187,Honeysuckle,S,0
1-Jun,187,Privot,S,0
1-Jun,187,Spicebush,S,0
1-Jun,187,Rubus,S,0
1-Jun,187,Mapleleaf viburnum,S,0
1-Jun,260,Buckthorn,N,1
1-Jun,260,Multiflora rose,N,0
1-Jun,260,Honeysuckle,N,0
1-Jun,260,Privot,N,0
1-Jun,260,Spicebush,N,0
1-Jun,260,Rubus,N,0
1-Jun,260,Mapleleaf viburnum,N,0
1-Jun,260,Buckthorn,S,0
1-Jun,260,Multiflora rose,S,2
1-Jun,260,Honeysuckle,S,0
1-Jun,260,Privot,S,0
1-Jun,260,Spicebush,S,0
1-Jun,260,Rubus,S,0
1-Jun,260,Mapleleaf viburnum,S,0
1-Jun,270,Buckthorn,N,1
1-Jun,270,Multiflora rose,N,0
1-Jun,270,Honeysuckle,N,0
1-Jun,270,Privot,N,0
1-Jun,270,Spicebush,N,0
1-Jun,270,Rubus,N,0
1-Jun,270,Mapleleaf viburnum,N,0
1-Jun,270,Buckthorn,S,0
1-Jun,270,Multiflora rose,S,1
1-Jun,270,Honeysuckle,S,0
1-Jun,270,Privot,S,0
1-Jun,270,Spicebush,S,0
1-Jun,270,Rubus,S,0
1-Jun,270,Mapleleaf viburnum,S,0
1-Jun,255,Buckthorn,N,1
1-Jun,255,Multiflora rose,N,1
1-Jun,255,Honeysuckle,N,0
1-Jun,255,Privot,N,0
1-Jun,255,Spicebush,N,0
1-Jun,255,Rubus,N,0
1-Jun,255,Mapleleaf viburnum,N,0
1-Jun,255,Buckthorn,S,1
1-Jun,255,Multiflora rose,S,0
1-Jun,255,Honeysuckle,S,0
1-Jun,255,Privot,S,0
1-Jun,255,Spicebush,S,0
1-Jun,255,Rubus,S,1
1-Jun,255,Mapleleaf viburnum,S,0
1-Jun,254,Buckthorn,N,1
1-Jun,254,Multiflora rose,N,0
1-Jun,254,Honeysuckle,N,0
1-Jun,254,Privot,N,0
1-Jun,254,Spicebush,N,0
1-Jun,254,Rubus,N,0
1-Jun,254,Mapleleaf viburnum,N,0
1-Jun,254,Buckthorn,S,1
1-Jun,254,Multiflora rose,S,1
1-Jun,254,Honeysuckle,S,0
1-Jun,254,Privot,S,0
1-Jun,254,Spicebush,S,0
1-Jun,254,Rubus,S,1
1-Jun,254,Mapleleaf viburnum,S,0
1-Jun,375,Buckthorn,N,0
1-Jun,375,Multiflora rose,N,1
1-Jun,375,Honeysuckle,N,0
1-Jun,375,Privot,N,0
1-Jun,375,Spicebush,N,0
1-Jun,375,Rubus,N,0
1-Jun,375,Mapleleaf viburnum,N,0
1-Jun,375,Buckthorn,S,1
1-Jun,375,Multiflora rose,S,0
1-Jun,375,Honeysuckle,S,0
1-Jun,375,Privot,S,0
1-Jun,375,Spicebush,S,0
1-Jun,375,Rubus,S,0
1-Jun,375,Mapleleaf viburnum,S,0
1-Jun,362,Buckthorn,N,0
1-Jun,362,Multiflora rose,N,0
1-Jun,362,Honeysuckle,N,0
1-Jun,362,Privot,N,0
1-Jun,362,Spicebush,N,0
1-Jun,362,Rubus,N,0
1-Jun,362,Mapleleaf viburnum,N,0
1-Jun,362,Buckthorn,S,0
1-Jun,362,Multiflora rose,S,0
1-Jun,362,Honeysuckle,S,0
1-Jun,362,Privot,S,0
1-Jun,362,Spicebush,S,0
1-Jun,362,Rubus,S,0
1-Jun,362,Mapleleaf viburnum,S,0
1-Jun,373,Buckthorn,N,0
1-Jun,373,Multiflora rose,N,1
1-Jun,373,Honeysuckle,N,0
1-Jun,373,Privot,N,0
1-Jun,373,Spicebush,N,0
1-Jun,373,Rubus,N,0
1-Jun,373,Mapleleaf viburnum,N,0
1-Jun,373,Buckthorn,S,1
1-Jun,373,Multiflora rose,S,1
1-Jun,373,Honeysuckle,S,0
1-Jun,373,Privot,S,0
1-Jun,373,Spicebush,S,0
1-Jun,373,Rubus,S,0
1-Jun,373,Mapleleaf viburnum,S,0
1-Jun,258,Buckthorn,N,0
1-Jun,258,Multiflora rose,N,0
1-Jun,258,Honeysuckle,N,0
1-Jun,258,Privot,N,0
1-Jun,258,Spicebush,N,0
1-Jun,258,Rubus,N,0
1-Jun,258,Mapleleaf viburnum,N,0
1-Jun,258,Buckthorn,S,0
1-Jun,258,Multiflora rose,S,0
1-Jun,258,Honeysuckle,S,0
1-Jun,258,Privot,S,0
1-Jun,258,Spicebush,S,0
1-Jun,258,Rubus,S,0
1-Jun,258,Mapleleaf viburnum,S,0
1-Jun,398,Buckthorn,N,0
1-Jun,398,Multiflora rose,N,0
1-Jun,398,Honeysuckle,N,0
1-Jun,398,Privot,N,0
1-Jun,398,Spicebush,N,0
1-Jun,398,Rubus,N,0
1-Jun,398,Mapleleaf viburnum,N,1
1-Jun,398,Buckthorn,S,0
1-Jun,398,Multiflora rose,S,0
1-Jun,398,Honeysuckle,S,0
1-Jun,398,Privot,S,0
1-Jun,398,Spicebush,S,0
1-Jun,398,Rubus,S,0
1-Jun,398,Mapleleaf viburnum,S,0
1-Jun,288,Buckthorn,N,0
1-Jun,288,Multiflora rose,N,0
1-Jun,288,Honeysuckle,N,0
1-Jun,288,Privot,N,0
1-Jun,288,Spicebush,N,0
1-Jun,288,Rubus,N,0
1-Jun,288,Mapleleaf viburnum,N,0
1-Jun,288,Buckthorn,S,0
1-Jun,288,Multiflora rose,S,0
1-Jun,288,Honeysuckle,S,0
1-Jun,288,Privot,S,0
1-Jun,288,Spicebush,S,1
1-Jun,288,Rubus,S,0
1-Jun,288,Mapleleaf viburnum,S,0
1-Jun,256,Buckthorn,N,1
1-Jun,256,Multiflora rose,N,0
1-Jun,256,Honeysuckle,N,0
1-Jun,256,Privot,N,0
1-Jun,256,Spicebush,N,0
1-Jun,256,Rubus,N,0
1-Jun,256,Mapleleaf viburnum,N,0
1-Jun,256,Buckthorn,S,1
1-Jun,256,Multiflora rose,S,0
1-Jun,256,Honeysuckle,S,0
1-Jun,256,Privot,S,0
1-Jun,256,Spicebush,S,1
1-Jun,256,Rubus,S,0
1-Jun,256,Mapleleaf viburnum,S,0
1-Jun,363,Buckthorn,N,1
1-Jun,363,Multiflora rose,N,0
1-Jun,363,Honeysuckle,N,0
1-Jun,363,Privot,N,0
1-Jun,363,Spicebush,N,0
1-Jun,363,Rubus,N,0
1-Jun,363,Mapleleaf viburnum,N,0
1-Jun,363,Buckthorn,S,1
1-Jun,363,Multiflora rose,S,0
1-Jun,363,Honeysuckle,S,0
1-Jun,363,Privot,S,0
1-Jun,363,Spicebush,S,0
1-Jun,363,Rubus,S,0
1-Jun,363,Mapleleaf viburnum,S,0
1-Jun,365,Buckthorn,N,1
1-Jun,365,Multiflora rose,N,0
1-Jun,365,Honeysuckle,N,0
1-Jun,365,Privot,N,0
1-Jun,365,Spicebush,N,0
1-Jun,365,Rubus,N,0
1-Jun,365,Mapleleaf viburnum,N,0
1-Jun,365,Buckthorn,S,1
1-Jun,365,Multiflora rose,S,0
1-Jun,365,Honeysuckle,S,0
1-Jun,365,Privot,S,0
1-Jun,365,Spicebush,S,0
1-Jun,365,Rubus,S,0
1-Jun,365,Mapleleaf viburnum,S,0
1-Jun,355,Buckthorn,N,1
1-Jun,355,Multiflora rose,N,1
1-Jun,355,Honeysuckle,N,0
1-Jun,355,Privot,N,0
1-Jun,355,Spicebush,N,0
1-Jun,355,Rubus,N,0
1-Jun,355,Mapleleaf viburnum,N,0
1-Jun,355,Buckthorn,S,0
1-Jun,355,Multiflora rose,S,1
1-Jun,355,Honeysuckle,S,0
1-Jun,355,Privot,S,0
1-Jun,355,Spicebush,S,0
1-Jun,355,Rubus,S,0
1-Jun,355,Mapleleaf viburnum,S,0
1-Jun,189,Buckthorn,N,1
1-Jun,189,Multiflora rose,N,0
1-Jun,189,Honeysuckle,N,0
1-Jun,189,Privot,N,0
1-Jun,189,Spicebush,N,1
1-Jun,189,Rubus,N,1
1-Jun,189,Mapleleaf viburnum,N,0
1-Jun,189,Buckthorn,S,1
1-Jun,189,Multiflora rose,S,0
1-Jun,189,Honeysuckle,S,0
1-Jun,189,Privot,S,0
1-Jun,189,Spicebush,S,0
1-Jun,189,Rubus,S,0
1-Jun,189,Mapleleaf viburnum,S,1
1-Jun,357,Buckthorn,N,1
1-Jun,357,Multiflora rose,N,1
1-Jun,357,Honeysuckle,N,0
1-Jun,357,Privot,N,0
1-Jun,357,Spicebush,N,0
1-Jun,357,Rubus,N,0
1-Jun,357,Mapleleaf viburnum,N,0
1-Jun,357,Buckthorn,S,1
1-Jun,357,Multiflora rose,S,0
1-Jun,357,Honeysuckle,S,0
1-Jun,357,Privot,S,1
1-Jun,357,Spicebush,S,1
1-Jun,357,Rubus,S,0
1-Jun,357,Mapleleaf viburnum,S,1
1-Jun,199,Buckthorn,N,1
1-Jun,199,Multiflora rose,N,0
1-Jun,199,Honeysuckle,N,0
1-Jun,199,Privot,N,0
1-Jun,199,Spicebush,N,0
1-Jun,199,Rubus,N,0
1-Jun,199,Mapleleaf viburnum,N,0
1-Jun,199,Buckthorn,S,1
1-Jun,199,Multiflora rose,S,0
1-Jun,199,Honeysuckle,S,0
1-Jun,199,Privot,S,0
1-Jun,199,Spicebush,S,0
1-Jun,199,Rubus,S,0
1-Jun,199,Mapleleaf viburnum,S,0
1-Jun,409,Buckthorn,N,0
1-Jun,409,Multiflora rose,N,0
1-Jun,409,Honeysuckle,N,0
1-Jun,409,Privot,N,0
1-Jun,409,Spicebush,N,0
1-Jun,409,Rubus,N,0
1-Jun,409,Mapleleaf viburnum,N,1
1-Jun,409,Buckthorn,S,0
1-Jun,409,Multiflora rose,S,0
1-Jun,409,Honeysuckle,S,0
1-Jun,409,Privot,S,0
1-Jun,409,Spicebush,S,0
1-Jun,409,Rubus,S,0
1-Jun,409,Mapleleaf viburnum,S,0
1-Jun,882,Buckthorn,N,0
1-Jun,882,Multiflora rose,N,1
1-Jun,882,Honeysuckle,N,0
1-Jun,882,Privot,N,0
1-Jun,882,Spicebush,N,0
1-Jun,882,Rubus,N,1
1-Jun,882,Mapleleaf viburnum,N,0
1-Jun,882,Buckthorn,S,0
1-Jun,882,Multiflora rose,S,1
1-Jun,882,Honeysuckle,S,0
1-Jun,882,Privot,S,0
1-Jun,882,Spicebush,S,0
1-Jun,882,Rubus,S,1
1-Jun,882,Mapleleaf viburnum,S,0
1-Jun,284,Buckthorn,N,0
1-Jun,284,Multiflora rose,N,0
1-Jun,284,Honeysuckle,N,0
1-Jun,284,Privot,N,0
1-Jun,284,Spicebush,N,0
1-Jun,284,Rubus,N,1
1-Jun,284,Mapleleaf viburnum,N,0
1-Jun,284,Buckthorn,S,1
1-Jun,284,Multiflora rose,S,0
1-Jun,284,Honeysuckle,S,0
1-Jun,284,Privot,S,0
1-Jun,284,Spicebush,S,0
1-Jun,284,Rubus,S,0
1-Jun,284,Mapleleaf viburnum,S,0
1-Jun,372,Buckthorn,N,1
1-Jun,372,Multiflora rose,N,0
1-Jun,372,Honeysuckle,N,0
1-Jun,372,Privot,N,0
1-Jun,372,Spicebush,N,0
1-Jun,372,Rubus,N,1
1-Jun,372,Mapleleaf viburnum,N,0
1-Jun,372,Buckthorn,S,1
1-Jun,372,Multiflora rose,S,0
1-Jun,372,Honeysuckle,S,0
1-Jun,372,Privot,S,0
1-Jun,372,Spicebush,S,0
1-Jun,372,Rubus,S,1
1-Jun,372,Mapleleaf viburnum,S,0
1-Jun,359,Buckthorn,N,1
1-Jun,359,Multiflora rose,N,0
1-Jun,359,Honeysuckle,N,0
1-Jun,359,Privot,N,0
1-Jun,359,Spicebush,N,0
1-Jun,359,Rubus,N,0
1-Jun,359,Mapleleaf viburnum,N,1
1-Jun,359,Buckthorn,S,1
1-Jun,359,Multiflora rose,S,0
1-Jun,359,Honeysuckle,S,0
1-Jun,359,Privot,S,0
1-Jun,359,Spicebush,S,0
1-Jun,359,Rubus,S,0
1-Jun,359,Mapleleaf viburnum,S,0
1-Jun,892,Buckthorn,N,1
1-Jun,892,Multiflora rose,N,2
1-Jun,892,Honeysuckle,N,0
1-Jun,892,Privot,N,0
1-Jun,892,Spicebush,N,0
1-Jun,892,Rubus,N,0
1-Jun,892,Mapleleaf viburnum,N,1
1-Jun,892,Buckthorn,S,1
1-Jun,892,Multiflora rose,S,2
1-Jun,892,Honeysuckle,S,0
1-Jun,892,Privot,S,1
1-Jun,892,Spicebush,S,0
1-Jun,892,Rubus,S,0
1-Jun,892,Mapleleaf viburnum,S,0
1-Jun,893,Buckthorn,N,1
1-Jun,893,Multiflora rose,N,2
1-Jun,893,Honeysuckle,N,0
1-Jun,893,Privot,N,0
1-Jun,893,Spicebush,N,0
1-Jun,893,Rubus,N,0
1-Jun,893,Mapleleaf viburnum,N,1
1-Jun,893,Buckthorn,S,1
1-Jun,893,Multiflora rose,S,3
1-Jun,893,Honeysuckle,S,2
1-Jun,893,Privot,S,0
1-Jun,893,Spicebush,S,0
1-Jun,893,Rubus,S,0
1-Jun,893,Mapleleaf viburnum,S,1
1-Jun,894,Buckthorn,N,2
1-Jun,894,Multiflora rose,N,0
1-Jun,894,Honeysuckle,N,0
1-Jun,894,Privot,N,0
1-Jun,894,Spicebush,N,0
1-Jun,894,Rubus,N,0
1-Jun,894,Mapleleaf viburnum,N,1
1-Jun,894,Buckthorn,S,3
1-Jun,894,Multiflora rose,S,0
1-Jun,894,Honeysuckle,S,0
1-Jun,894,Privot,S,1
1-Jun,894,Spicebush,S,0
1-Jun,894,Rubus,S,0
1-Jun,894,Mapleleaf viburnum,S,0
1-Jun,253,Buckthorn,N,2
1-Jun,253,Multiflora rose,N,3
1-Jun,253,Honeysuckle,N,0
1-Jun,253,Privot,N,1
1-Jun,253,Spicebush,N,0
1-Jun,253,Rubus,N,0
1-Jun,253,Mapleleaf viburnum,N,1
1-Jun,253,Buckthorn,S,3
1-Jun,253,Multiflora rose,S,1
1-Jun,253,Honeysuckle,S,1
1-Jun,253,Privot,S,0
1-Jun,253,Spicebush,S,0
1-Jun,253,Rubus,S,0
1-Jun,253,Mapleleaf viburnum,S,0
1-Jun,399,Buckthorn,N,2
1-Jun,399,Multiflora rose,N,1
1-Jun,399,Honeysuckle,N,0
1-Jun,399,Privot,N,0
1-Jun,399,Spicebush,N,0
1-Jun,399,Rubus,N,0
1-Jun,399,Mapleleaf viburnum,N,0
1-Jun,399,Buckthorn,S,2
1-Jun,399,Multiflora rose,S,0
1-Jun,399,Honeysuckle,S,0
1-Jun,399,Privot,S,0
1-Jun,399,Spicebush,S,0
1-Jun,399,Rubus,S,0
1-Jun,399,Mapleleaf viburnum,S,0
1-Jun,400,Buckthorn,N,2
1-Jun,400,Multiflora rose,N,0
1-Jun,400,Honeysuckle,N,0
1-Jun,400,Privot,N,1
1-Jun,400,Spicebush,N,0
1-Jun,400,Rubus,N,0
1-Jun,400,Mapleleaf viburnum,N,0
1-Jun,400,Buckthorn,S,1
1-Jun,400,Multiflora rose,S,0
1-Jun,400,Honeysuckle,S,0
1-Jun,400,Privot,S,0
1-Jun,400,Spicebush,S,0
1-Jun,400,Rubus,S,0
1-Jun,400,Mapleleaf viburnum,S,0
1-Jun,252,Buckthorn,N,2
1-Jun,252,Multiflora rose,N,1
1-Jun,252,Honeysuckle,N,0
1-Jun,252,Privot,N,0
1-Jun,252,Spicebush,N,0
1-Jun,252,Rubus,N,0
1-Jun,252,Mapleleaf viburnum,N,0
1-Jun,252,Buckthorn,S,2
1-Jun,252,Multiflora rose,S,0
1-Jun,252,Honeysuckle,S,0
1-Jun,252,Privot,S,0
1-Jun,252,Spicebush,S,0
1-Jun,252,Rubus,S,0
1-Jun,252,Mapleleaf viburnum,S,0
1-Jun,272,Buckthorn,N,2
1-Jun,272,Multiflora rose,N,1
1-Jun,272,Honeysuckle,N,1
1-Jun,272,Privot,N,0
1-Jun,272,Spicebush,N,0
1-Jun,272,Rubus,N,1
1-Jun,272,Mapleleaf viburnum,N,1
1-Jun,272,Buckthorn,S,2
1-Jun,272,Multiflora rose,S,1
1-Jun,272,Honeysuckle,S,1
1-Jun,272,Privot,S,0
1-Jun,272,Spicebush,S,0
1-Jun,272,Rubus,S,1
1-Jun,272,Mapleleaf viburnum,S,1
1-Jun,353,Buckthorn,N,1
1-Jun,353,Multiflora rose,N,1
1-Jun,353,Honeysuckle,N,0
1-Jun,353,Privot,N,0
1-Jun,353,Spicebush,N,0
1-Jun,353,Rubus,N,2
1-Jun,353,Mapleleaf viburnum,N,0
1-Jun,353,Buckthorn,S,1
1-Jun,353,Multiflora rose,S,1
1-Jun,353,Honeysuckle,S,0
1-Jun,353,Privot,S,0
1-Jun,353,Spicebush,S,0
1-Jun,353,Rubus,S,2
1-Jun,353,Mapleleaf viburnum,S,1
1-Jun,361,Buckthorn,N,1
1-Jun,361,Multiflora rose,N,3
1-Jun,361,Honeysuckle,N,0
1-Jun,361,Privot,N,0
1-Jun,361,Spicebush,N,0
1-Jun,361,Rubus,N,0
1-Jun,361,Mapleleaf viburnum,N,1
1-Jun,361,Buckthorn,S,1
1-Jun,361,Multiflora rose,S,3
1-Jun,361,Honeysuckle,S,0
1-Jun,361,Privot,S,0
1-Jun,361,Spicebush,S,0
1-Jun,361,Rubus,S,0
1-Jun,361,Mapleleaf viburnum,S,1
1-Jun,348,Buckthorn,N,2
1-Jun,348,Multiflora rose,N,0
1-Jun,348,Honeysuckle,N,1
1-Jun,348,Privot,N,0
1-Jun,348,Spicebush,N,0
1-Jun,348,Rubus,N,0
1-Jun,348,Mapleleaf viburnum,N,0
1-Jun,348,Buckthorn,S,2
1-Jun,348,Multiflora rose,S,0
1-Jun,348,Honeysuckle,S,0
1-Jun,348,Privot,S,2
1-Jun,348,Spicebush,S,0
1-Jun,348,Rubus,S,0
1-Jun,348,Mapleleaf viburnum,S,0
1-Jun,371,Buckthorn,N,2
1-Jun,371,Multiflora rose,N,1
1-Jun,371,Honeysuckle,N,0
1-Jun,371,Privot,N,0
1-Jun,371,Spicebush,N,0
1-Jun,371,Rubus,N,0
1-Jun,371,Mapleleaf viburnum,N,0
1-Jun,371,Buckthorn,S,2
1-Jun,371,Multiflora rose,S,1
1-Jun,371,Honeysuckle,S,2
1-Jun,371,Privot,S,0
1-Jun,371,Spicebush,S,0
1-Jun,371,Rubus,S,0
1-Jun,371,Mapleleaf viburnum,S,1
1-Jun,351,Buckthorn,N,2
1-Jun,351,Multiflora rose,N,1
1-Jun,351,Honeysuckle,N,0
1-Jun,351,Privot,N,0
1-Jun,351,Spicebush,N,0
1-Jun,351,Rubus,N,0
1-Jun,351,Mapleleaf viburnum,N,0
1-Jun,351,Buckthorn,S,3
1-Jun,351,Multiflora rose,S,1
1-Jun,351,Honeysuckle,S,1
1-Jun,351,Privot,S,0
1-Jun,351,Spicebush,S,0
1-Jun,351,Rubus,S,0
1-Jun,351,Mapleleaf viburnum,S,0
1-Jun,352,Buckthorn,N,1
1-Jun,352,Multiflora rose,N,1
1-Jun,352,Honeysuckle,N,1
1-Jun,352,Privot,N,0
1-Jun,352,Spicebush,N,0
1-Jun,352,Rubus,N,0
1-Jun,352,Mapleleaf viburnum,N,0
1-Jun,352,Buckthorn,S,1
1-Jun,352,Multiflora rose,S,2
1-Jun,352,Honeysuckle,S,0
1-Jun,352,Privot,S,0
1-Jun,352,Spicebush,S,0
1-Jun,352,Rubus,S,0
1-Jun,352,Mapleleaf viburnum,S,0
1-Jun,293,Buckthorn,N,1
1-Jun,293,Multiflora rose,N,0
1-Jun,293,Honeysuckle,N,0
1-Jun,293,Privot,N,0
1-Jun,293,Spicebush,N,0
1-Jun,293,Rubus,N,1
1-Jun,293,Mapleleaf viburnum,N,0
1-Jun,293,Buckthorn,S,1
1-Jun,293,Multiflora rose,S,0
1-Jun,293,Honeysuckle,S,0
1-Jun,293,Privot,S,0
1-Jun,293,Spicebush,S,0
1-Jun,293,Rubus,S,0
1-Jun,293,Mapleleaf viburnum,S,0
1-Jun,299,Buckthorn,N,1
1-Jun,299,Multiflora rose,N,3
1-Jun,299,Honeysuckle,N,0
1-Jun,299,Privot,N,2
1-Jun,299,Spicebush,N,0
1-Jun,299,Rubus,N,1
1-Jun,299,Mapleleaf viburnum,N,0
1-Jun,299,Buckthorn,S,1
1-Jun,299,Multiflora rose,S,2
1-Jun,299,Honeysuckle,S,0
1-Jun,299,Privot,S,0
1-Jun,299,Spicebush,S,1
1-Jun,299,Rubus,S,1
1-Jun,299,Mapleleaf viburnum,S,0
3-Jun,289,Buckthorn,N,1
3-Jun,289,Multiflora rose,N,1
3-Jun,289,Honeysuckle,N,0
3-Jun,289,Privot,N,0
3-Jun,289,Spicebush,N,0
3-Jun,289,Rubus,N,0
3-Jun,289,Mapleleaf viburnum,N,0
3-Jun,289,Buckthorn,S,0
3-Jun,289,Multiflora rose,S,0
3-Jun,289,Honeysuckle,S,0
3-Jun,289,Privot,S,0
3-Jun,289,Spicebush,S,0
3-Jun,289,Rubus,S,0
3-Jun,289,Mapleleaf viburnum,S,0
3-Jun,345,Buckthorn,N,0
3-Jun,345,Multiflora rose,N,0
3-Jun,345,Honeysuckle,N,0
3-Jun,345,Privot,N,0
3-Jun,345,Spicebush,N,0
3-Jun,345,Rubus,N,0
3-Jun,345,Mapleleaf viburnum,N,0
3-Jun,345,Buckthorn,S,1
3-Jun,345,Multiflora rose,S,1
3-Jun,345,Honeysuckle,S,0
3-Jun,345,Privot,S,1
3-Jun,345,Spicebush,S,0
3-Jun,345,Rubus,S,0
3-Jun,345,Mapleleaf viburnum,S,0
3-Jun,192,Buckthorn,N,1
3-Jun,192,Multiflora rose,N,0
3-Jun,192,Honeysuckle,N,0
3-Jun,192,Privot,N,0
3-Jun,192,Spicebush,N,0
3-Jun,192,Rubus,N,0
3-Jun,192,Mapleleaf viburnum,N,0
3-Jun,192,Buckthorn,S,1
3-Jun,192,Multiflora rose,S,0
3-Jun,192,Honeysuckle,S,1
3-Jun,192,Privot,S,1
3-Jun,192,Spicebush,S,0
3-Jun,192,Rubus,S,0
3-Jun,192,Mapleleaf viburnum,S,0
3-Jun,291,Buckthorn,N,1
3-Jun,291,Multiflora rose,N,0
3-Jun,291,Honeysuckle,N,0
3-Jun,291,Privot,N,0
3-Jun,291,Spicebush,N,0
3-Jun,291,Rubus,N,0
3-Jun,291,Mapleleaf viburnum,N,0
3-Jun,291,Buckthorn,S,0
3-Jun,291,Multiflora rose,S,0
3-Jun,291,Honeysuckle,S,0
3-Jun,291,Privot,S,0
3-Jun,291,Spicebush,S,0
3-Jun,291,Rubus,S,0
3-Jun,291,Mapleleaf viburnum,S,0
3-Jun,343,Buckthorn,N,1
3-Jun,343,Multiflora rose,N,1
3-Jun,343,Honeysuckle,N,0
3-Jun,343,Privot,N,0
3-Jun,343,Spicebush,N,0
3-Jun,343,Rubus,N,1
3-Jun,343,Mapleleaf viburnum,N,0
3-Jun,343,Buckthorn,S,0
3-Jun,343,Multiflora rose,S,1
3-Jun,343,Honeysuckle,S,0
3-Jun,343,Privot,S,0
3-Jun,343,Spicebush,S,0
3-Jun,343,Rubus,S,1
3-Jun,343,Mapleleaf viburnum,S,0
3-Jun,961,Buckthorn,N,0
3-Jun,961,Multiflora rose,N,2
3-Jun,961,Honeysuckle,N,0
3-Jun,961,Privot,N,1
3-Jun,961,Spicebush,N,0
3-Jun,961,Rubus,N,2
3-Jun,961,Mapleleaf viburnum,N,0
3-Jun,961,Buckthorn,S,1
3-Jun,961,Multiflora rose,S,2
3-Jun,961,Honeysuckle,S,3
3-Jun,961,Privot,S,0
3-Jun,961,Spicebush,S,0
3-Jun,961,Rubus,S,0
3-Jun,961,Mapleleaf viburnum,S,0
3-Jun,286,Buckthorn,N,1
3-Jun,286,Multiflora rose,N,0
3-Jun,286,Honeysuckle,N,0
3-Jun,286,Privot,N,0
3-Jun,286,Spicebush,N,0
3-Jun,286,Rubus,N,1
3-Jun,286,Mapleleaf viburnum,N,1
3-Jun,286,Buckthorn,S,0
3-Jun,286,Multiflora rose,S,3
3-Jun,286,Honeysuckle,S,0
3-Jun,286,Privot,S,0
3-Jun,286,Spicebush,S,0
3-Jun,286,Rubus,S,1
3-Jun,286,Mapleleaf viburnum,S,0
3-Jun,275,Buckthorn,N,1
3-Jun,275,Multiflora rose,N,2
3-Jun,275,Honeysuckle,N,0
3-Jun,275,Privot,N,0
3-Jun,275,Spicebush,N,0
3-Jun,275,Rubus,N,2
3-Jun,275,Mapleleaf viburnum,N,0
3-Jun,275,Buckthorn,S,1
3-Jun,275,Multiflora rose,S,3
3-Jun,275,Honeysuckle,S,0
3-Jun,275,Privot,S,0
3-Jun,275,Spicebush,S,0
3-Jun,275,Rubus,S,1
3-Jun,275,Mapleleaf viburnum,S,0
3-Jun,378,Buckthorn,N,0
3-Jun,378,Multiflora rose,N,0
3-Jun,378,Honeysuckle,N,2
3-Jun,378,Privot,N,1
3-Jun,378,Spicebush,N,0
3-Jun,378,Rubus,N,0
3-Jun,378,Mapleleaf viburnum,N,3
3-Jun,378,Buckthorn,S,0
3-Jun,378,Multiflora rose,S,1
3-Jun,378,Honeysuckle,S,1
3-Jun,378,Privot,S,0
3-Jun,378,Spicebush,S,0
3-Jun,378,Rubus,S,0
3-Jun,378,Mapleleaf viburnum,S,1
3-Jun,337,Buckthorn,N,0
3-Jun,337,Multiflora rose,N,1
3-Jun,337,Honeysuckle,N,0
3-Jun,337,Privot,N,0
3-Jun,337,Spicebush,N,0
3-Jun,337,Rubus,N,3
3-Jun,337,Mapleleaf viburnum,N,1
3-Jun,337,Buckthorn,S,0
3-Jun,337,Multiflora rose,S,2
3-Jun,337,Honeysuckle,S,0
3-Jun,337,Privot,S,0
3-Jun,337,Spicebush,S,0
3-Jun,337,Rubus,S,2
3-Jun,337,Mapleleaf viburnum,S,0
3-Jun,305,Buckthorn,N,0
3-Jun,305,Multiflora rose,N,0
3-Jun,305,Honeysuckle,N,0
3-Jun,305,Privot,N,0
3-Jun,305,Spicebush,N,0
3-Jun,305,Rubus,N,0
3-Jun,305,Mapleleaf viburnum,N,0
3-Jun,305,Buckthorn,S,0
3-Jun,305,Multiflora rose,S,0
3-Jun,305,Honeysuckle,S,0
3-Jun,305,Privot,S,0
3-Jun,305,Spicebush,S,0
3-Jun,305,Rubus,S,0
3-Jun,305,Mapleleaf viburnum,S,0
3-Jun,978,Buckthorn,N,0
3-Jun,978,Multiflora rose,N,0
3-Jun,978,Honeysuckle,N,0
3-Jun,978,Privot,N,0
3-Jun,978,Spicebush,N,0
3-Jun,978,Rubus,N,0
3-Jun,978,Mapleleaf viburnum,N,0
3-Jun,978,Buckthorn,S,0
3-Jun,978,Multiflora rose,S,0
3-Jun,978,Honeysuckle,S,0
3-Jun,978,Privot,S,0
3-Jun,978,Spicebush,S,0
3-Jun,978,Rubus,S,0
3-Jun,978,Mapleleaf viburnum,S,0
3-Jun,306,Buckthorn,N,0
3-Jun,306,Multiflora rose,N,0
3-Jun,306,Honeysuckle,N,0
3-Jun,306,Privot,N,0
3-Jun,306,Spicebush,N,0
3-Jun,306,Rubus,N,0
3-Jun,306,Mapleleaf viburnum,N,0
3-Jun,306,Buckthorn,S,1
3-Jun,306,Multiflora rose,S,0
3-Jun,306,Honeysuckle,S,0
