Tree,Direction,Species,Cover Class
297,S,Privet,0
297,S,Lonicera,0
297,S,Rubus,0
297,S,Lindera,0
297,S,Maple Vib,0
898,N,Buckthorn,0
898,N,Privet,0
898,N,Lonicera,0
898,N,Rubus,0
898,N,Lindera,0
898,N,Maple Vib,0
898,S,Rose,0
898,S,Lonicera,0
898,S,Rubus,0
898,S,Lindera,0
898,S,Maple Vib,0
885,N,Buckthorn,0
885,N,Privet,0
885,N,Rubus,0
885,N,Lindera,0
885,N,Maple Vib,0
885,S,Rose,0
885,S,Privet,0
885,S,Lonicera,0
885,S,Rubus,0
885,S,Lindera,0
885,S,Maple Vib,0
310,N,Buckthorn,0
310,N,Rose,0
310,N,Privet,0
310,N,Lonicera,0
310,N,Rubus,0
310,N,Lindera,0
310,N,Maple Vib,0
310,S,Buckthorn,0
310,S,Rose,0
310,S,Privet,0
310,S,Lonicera,0
310,S,Rubus,0
310,S,Lindera,0
310,S,Maple Vib,0
889,N,Buckthorn,0
889,N,Rose,0
889,N,Privet,0
889,N,Lonicera,0
889,N,Rubus,0
889,N,Lindera,0
889,N,Maple Vib,0
889,S,Buckthorn,0
889,S,Rose,0
889,S,Privet,0
889,S,Lonicera,0
889,S,Rubus,0
889,S,Lindera,0
889,S,Maple Vib,0
74,N,Lonicera,0
74,N,Lindera,0
74,N,Maple Vib,0
74,S,Lonicera,0
74,S,Maple Vib,0
252,N,Rose,0
252,N,Privet,0
252,N,Lonicera,0
252,N,Rubus,0
252,N,Lindera,0
252,N,Maple Vib,0
252,S,Rose,0
252,S,Privet,0
252,S,Rubus,0
252,S,Lindera,0
400,N,Rose,0
400,N,Lonicera,0
400,N,Lindera,0
400,N,Maple Vib,0
400,S,Rose,0
400,S,Privet,0
400,S,Lonicera,0
400,S,Rubus,0
400,S,Lindera,0
400,S,Maple Vib,0
893,N,Privet,0
893,N,Lonicera,0
893,N,Rubus,0
893,N,Lindera,0
893,N,Maple Vib,0
893,S,Privet,0
893,S,Rubus,0
893,S,Lindera,0
893,S,Maple Vib,0
892,N,Privet,0
892,N,Lonicera,0
892,N,Rubus,0
892,N,Lindera,0
892,S,Lonicera,0
892,S,Rubus,0
892,S,Lindera,0
77,N,Buckthorn,0
77,N,Privet,0
77,N,Lonicera,0
77,N,Maple Vib,0
77,S,Privet,0
77,S,Lonicera,0
77,S,Maple Vib,0
66,N,Privet,0
66,N,Lonicera,0
66,N,Rubus,0
66,S,Privet,0
66,S,Rubus,0
66,S,Maple Vib,0
67,N,Privet,0
67,N,Lonicera,0
67,N,Maple Vib,0
67,S,Buckthorn,0
67,S,Privet,0
67,S,Lonicera,0
67,S,Lindera,0
67,S,Maple Vib,0
75,N,Privet,0
75,N,Lindera,0
75,N,Maple Vib,0
75,S,Privet,0
75,S,Lindera,0
75,S,Maple Vib,0
72,N,Privet,0
72,N,Lonicera,0
72,N,Rubus,0
72,N,Maple Vib,0
72,S,Privet,0
68,N,Privet,0
68,N,Lonicera,0
68,N,Maple Vib,0
68,S,Privet,0
68,S,Lonicera,0
68,S,Maple Vib,0
31,N,Lonicera,0
31,N,Lindera,0
31,N,Maple Vib,0
31,S,Privet,0
31,S,Lonicera,0
31,S,Lindera,0
31,S,Maple Vib,0
24,N,Buckthorn,0
24,N,Privet,0
24,N,Lonicera,0
24,N,Rubus,0
24,N,Lindera,0
24,N,Maple Vib,0
24,S,Buckthorn,0
24,S,Privet,0
24,S,Lonicera,0
24,S,Lindera,0
24,S,Maple Vib,0
26,N,Privet,0
26,N,Rubus,0
26,N,Lindera,0
26,S,Lonicera,0
26,S,Maple Vib,0
30,N,Rose,0
30,N,Lonicera,0
30,N,Maple Vib,0
30,S,Buckthorn,0
30,S,Privet,0
30,S,Lindera,0
30,S,Maple Vib,0
42,N,Buckthorn,0
42,N,Privet,0
42,N,Lonicera,0
42,N,Lindera,0
42,N,Maple Vib,0
42,S,Privet,0
42,S,Lonicera,0
42,S,Lindera,0
42,S,Maple Vib,0
41,N,Buckthorn,0
41,N,Privet,0
41,N,Lindera,0
41,N,Maple Vib,0
41,S,Privet,0
41,S,Lindera,0
41,S,Maple Vib,0
93,N,Privet,0
93,N,Lonicera,0
93,N,Lindera,0
93,S,Privet,0
93,S,Lonicera,0
93,S,Rubus,0
93,S,Lindera,0
93,S,Maple Vib,0
99,N,Privet,0
99,N,Lonicera,0
99,N,Lindera,0
99,N,Maple Vib,0
99,S,Privet,0
99,S,Lonicera,0
99,S,Lindera,0
99,S,Maple Vib,0
97,N,Privet,0
97,N,Lonicera,0
97,N,Rubus,0
97,N,Lindera,0
97,N,Maple Vib,0
97,S,Privet,0
97,S,Lonicera,0
97,S,Rubus,0
97,S,Lindera,0
97,S,Maple Vib,0
92,N,Privet,0
92,N,Lonicera,0
92,N,Lindera,0
92,N,Maple Vib,0
92,S,Privet,0
92,S,Lonicera,0
92,S,Lindera,0
92,S,Maple Vib,0
900,N,Privet,0
900,N,Lonicera,0
900,N,Lindera,0
900,N,Maple Vib,0
900,S,Privet,0
900,S,Lonicera,0
900,S,Lindera,0
900,S,Maple Vib,0
88,N,Privet,0
88,N,Lonicera,0
88,N,Lindera,0
88,N,Maple Vib,0
88,S,Privet,0
88,S,Lonicera,0
88,S,Lindera,0
88,S,Maple Vib,0
3,N,Rose,0
3,N,Privet,0
3,N,Lonicera,0
3,N,Rubus,0
3,N,Lindera,0
3,N,Maple Vib,0
3,S,Privet,0
3,S,Lonicera,0
3,S,Lindera,0
3,S,Maple Vib,0
21,N,Rose,0
21,N,Privet,0
21,N,Lonicera,0
21,N,Rubus,0
21,N,Lindera,0
21,N,Maple Vib,0
21,S,Privet,0
21,S,Lonicera,0
21,S,Rubus,0
21,S,Lindera,0
21,S,Maple Vib,0
132,N,Buckthorn,0
132,N,Rose,0
132,N,Privet,0
132,N,Lonicera,0
132,N,Rubus,0
132,N,Lindera,0
132,N,Maple Vib,0
132,S,Buckthorn,0
132,S,Rose,0
132,S,Privet,0
132,S,Lonicera,0
132,S,Rubus,0
132,S,Maple Vib,0
174,N,Buckthorn,0
174,N,Rose,0
174,N,Privet,0
174,N,Lonicera,0
174,N,Rubus,0
174,N,Lindera,0
174,N,Maple Vib,0
174,S,Buckthorn,0
174,S,Rose,0
174,S,Privet,0
174,S,Lonicera,0
174,S,Rubus,0
174,S,Lindera,0
174,S,Maple Vib,0
9,N,Rose,0
9,N,Privet,0
9,N,Lonicera,0
9,N,Rubus,0
9,N,Lindera,0
9,N,Maple Vib,0
9,S,Rose,0
9,S,Privet,0
9,S,Rubus,0
9,S,Lindera,0
9,S,Maple Vib,0
176,N,Rose,0
176,N,Privet,0
176,N,Lonicera,0
176,N,Lindera,0
176,N,Maple Vib,0
176,S,Rose,0
176,S,Privet,0
176,S,Lonicera,0
176,S,Rubus,0
176,S,Lindera,0
176,S,Maple Vib,0
14,N,Buckthorn,0
14,N,Rose,0
14,N,Privet,0
14,N,Rubus,0
14,N,Lindera,0
14,N,Maple Vib,0
14,S,Buckthorn,0
14,S,Rose,0
14,S,Privet,0
14,S,Lonicera,0
14,S,Rubus,0
14,S,Lindera,0
14,S,Maple Vib,0
138,N,Privet,0
138,N,Lonicera,0
138,N,Lindera,0
138,N,Maple Vib,0
138,S,Lonicera,0
138,S,Rubus,0
138,S,Lindera,0
138,S,Maple Vib,0
201,N,Rose,0
201,N,Privet,0
201,N,Lonicera,0
201,N,Rubus,0
201,N,Lindera,0
201,S,Buckthorn,0
201,S,Rose,0
201,S,Privet,0
201,S,Lonicera,0
201,S,Rubus,0
201,S,Lindera,0
201,S,Maple Vib,0
202,N,Rose,0
202,N,Privet,0
202,N,Lonicera,0
202,N,Rubus,0
202,N,Lindera,0
202,N,Maple Vib,0
202,S,Buckthorn,0
202,S,Rose,0
202,S,Privet,0
202,S,Lonicera,0
202,S,Rubus,0
202,S,Lindera,0
202,S,Maple Vib,0
139,N,Buckthorn,0
139,N,Privet,0
139,N,Lonicera,0
139,N,Rubus,0
139,N,Lindera,0
139,N,Maple Vib,0
139,S,Buckthorn,0
139,S,Rose,0
139,S,Privet,0
139,S,Lonicera,0
139,S,Rubus,0
139,S,Lindera,0
139,S,Maple Vib,0
140,N,Buckthorn,0
140,N,Privet,0
140,N,Lonicera,0
140,N,Rubus,0
140,N,Lindera,0
140,N,Maple Vib,0
140,S,Buckthorn,0
140,S,Rose,0
140,S,Privet,0
140,S,Lonicera,0
140,S,Rubus,0
140,S,Lindera,0
140,S,Maple Vib,0
134,N,Buckthorn,0
134,N,Rose,0
134,N,Privet,0
134,N,Lonicera,0
134,N,Rubus,0
134,N,Lindera,0
134,N,Maple Vib,0
134,S,Buckthorn,0
134,S,Privet,0
134,S,Lonicera,0
134,S,Rubus,0
134,S,Lindera,0
134,S,Maple Vib,0
126,N,Rose,0
126,N,Privet,0
126,N,Lonicera,0
126,N,Rubus,0
126,N,Lindera,0
126,N,Maple Vib,0
126,S,Privet,0
126,S,Lonicera,0
126,S,Rubus,0
126,S,Lindera,0
126,S,Maple Vib,0
127,N,Privet,0
127,N,Lonicera,0
127,N,Rubus,0
127,N,Lindera,0
127,N,Maple Vib,0
127,S,Privet,0
127,S,Lonicera,0
127,S,Rubus,0
127,S,Lindera,0
127,S,Maple Vib,0
137,N,Privet,0
137,N,Lonicera,0
137,N,Rubus,0
137,N,Lindera,0
137,N,Maple Vib,0
137,S,Buckthorn,0
137,S,Privet,0
137,S,Lonicera,0
137,S,Rubus,0
137,S,Lindera,0
137,S,Maple Vib,0
861,N,Buckthorn,0
861,N,Rose,0
861,N,Privet,0
861,N,Lonicera,0
861,N,Rubus,0
861,N,Lindera,0
861,N,Maple Vib,0
861,S,Buckthorn,0
861,S,Privet,0
861,S,Lonicera,0
861,S,Rubus,0
861,S,Lindera,0
861,S,Maple Vib,0
136,N,Buckthorn,0
136,N,Rose,0
136,N,Privet,0
136,N,Lonicera,0
136,N,Rubus,0
136,N,Lindera,0
136,N,Maple Vib,0
136,S,Buckthorn,0
136,S,Rose,0
136,S,Privet,0
136,S,Lonicera,0
136,S,Rubus,0
136,S,Lindera,0
136,S,Maple Vib,0
130,N,Privet,0
130,N,Lonicera,0
130,N,Rubus,0
130,N,Lindera,0
130,N,Maple Vib,0
130,S,Privet,0
130,S,Lonicera,0
130,S,Rubus,0
130,S,Lindera,0
130,S,Maple Vib,0
128,N,Rose,0
128,N,Privet,0
128,N,Rubus,0
128,N,Lindera,0
128,N,Maple Vib,0
128,S,Privet,0
128,S,Rubus,0
128,S,Lindera,0
128,S,Maple Vib,0
131,N,Buckthorn,0
131,N,Privet,0
131,N,Lonicera,0
131,N,Lindera,0
131,N,Maple Vib,0
131,S,Buckthorn,0
131,S,Privet,0
131,S,Lindera,0
131,S,Maple Vib,0
129,N,Privet,0
129,N,Lindera,0
129,N,Maple Vib,0
129,S,Buckthorn,0
129,S,Privet,0
129,S,Lonicera,0
129,S,Lindera,0
129,S,Maple Vib,0
2,N,Privet,0
2,N,Lonicera,0
2,N,Rubus,0
2,N,Lindera,0
2,N,Maple Vib,0
2,S,Privet,0
2,S,Lonicera,0
2,S,Rubus,0
2,S,Lindera,0
2,S,Maple Vib,0
7,N,Privet,0
7,N,Rubus,0
7,N,Lindera,0
7,N,Maple Vib,0
7,S,Rose,0
7,S,Privet,0
7,S,Lonicera,0
7,S,Lindera,0
7,S,Maple Vib,0
17,N,Privet,0
17,N,Rubus,0
17,N,Lindera,0
17,N,Maple Vib,0
17,S,Privet,0
17,S,Rubus,0
17,S,Maple Vib,0
12,N,Privet,0
12,N,Rubus,0
12,N,Maple Vib,0
12,S,Privet,0
12,S,Lonicera,0
12,S,Rubus,0
12,S,Lindera,0
12,S,Maple Vib,0
23,N,Privet,0
23,N,Lonicera,0
23,N,Lindera,0
23,N,Maple Vib,0
23,S,Privet,0
23,S,Lonicera,0
23,S,Rubus,0
23,S,Lindera,0
166,N,Privet,0
166,N,Lonicera,0
166,N,Rubus,0
166,N,Lindera,0
166,N,Maple Vib,0
166,S,Privet,0
166,S,Rubus,0
166,S,Lindera,0
166,S,Maple Vib,0
857,N,Rose,0
857,N,Privet,0
857,N,Lonicera,0
857,N,Lindera,0
857,N,Maple Vib,0
857,S,Buckthorn,0
857,S,Privet,0
857,S,Lonicera,0
857,S,Rubus,0
857,S,Lindera,0
857,S,Maple Vib,0
1,N,Buckthorn,0
1,N,Rose,0
1,N,Lonicera,0
1,N,Rubus,0
1,N,Lindera,0
1,N,Maple Vib,0
1,S,Privet,0
1,S,Lonicera,0
1,S,Lindera,0
1,S,Maple Vib,0
141,N,Rose,0
141,N,Privet,0
141,N,Lonicera,0
141,N,Rubus,0
141,N,Lindera,0
141,N,Maple Vib,0
141,S,Buckthorn,0
141,S,Rose,0
141,S,Lonicera,0
141,S,Rubus,0
141,S,Lindera,0
141,S,Maple Vib,0
390,N,Privet,0
390,N,Lonicera,0
390,N,Lindera,0
390,S,Rose,0
390,S,Privet,0
390,S,Rubus,0
177,N,Rose,0
177,N,Privet,0
177,N,Lonicera,0
177,N,Rubus,0
177,N,Lindera,0
177,S,Rose,0
177,S,Privet,0
177,S,Lonicera,0
177,S,Rubus,0
177,S,Lindera,0
344,N,Rose,0
344,N,Privet,0
344,N,Lonicera,0
344,N,Rubus,0
344,S,Privet,0
344,S,Lonicera,0
344,S,Rubus,0
344,S,Lindera,0
386,N,Privet,0
386,N,Lonicera,0
386,N,Rubus,0
386,N,Lindera,0
386,S,Rose,0
386,S,Privet,0
386,S,Lonicera,0
386,S,Rubus,0
386,S,Lindera,0
387,N,Privet,0
387,N,Lonicera,0
387,N,Lindera,0
387,S,Lindera,0
182,N,Privet,0
182,N,Lonicera,0
182,N,Rubus,0
182,N,Lindera,0
182,S,Privet,0
182,S,Rubus,0
182,S,Lindera,0
181,N,Privet,0
181,N,Lonicera,0
181,N,Lindera,0
181,S,Privet,0
181,S,Lonicera,0
181,S,Lindera,0
385,N,Rose,0
385,N,Privet,0
385,N,Lonicera,0
385,N,Rubus,0
385,N,Lindera,0
385,S,Rose,0
385,S,Privet,0
385,S,Lindera,0
180,N,Rose,0
180,N,Privet,0
180,N,Lonicera,0
180,N,Lindera,0
180,S,Privet,0
180,S,Lonicera,0
180,S,Lindera,0
175,N,Privet,0
175,N,Lonicera,0
175,N,Rubus,0
175,N,Lindera,0
175,S,Privet,0
175,S,Lonicera,0
175,S,Lindera,0
384,N,Buckthorn,0
384,N,Privet,0
384,N,Rubus,0
384,N,Lindera,0
384,S,Rose,0
384,S,Lonicera,0
940,N,Privet,0
940,N,Lonicera,0
940,N,Rubus,0
940,N,Lindera,0
940,S,Privet,0
940,S,Lonicera,0
940,S,Rubus,0
940,S,Lindera,0
33,N,Buckthorn,0
33,N,Privet,0
33,N,Lonicera,0
33,N,Maple Vib,0
33,S,Privet,0
33,S,Lonicera,0
33,S,Rubus,0
33,S,Lindera,0
33,S,Maple Vib,0
29,N,Privet,0
29,N,Lonicera,0
29,N,Rubus,0
29,N,Lindera,0
29,N,Maple Vib,0
29,S,Privet,0
29,S,Lonicera,0
29,S,Rubus,0
29,S,Lindera,0
29,S,Maple Vib,0
32,N,Privet,0
32,N,Rubus,0
32,N,Maple Vib,0
32,S,Privet,0
32,S,Lonicera,0
32,S,Rubus,0
32,S,Lindera,0
32,S,Maple Vib,0
36,N,Privet,0
36,N,Lonicera,0
36,N,Maple Vib,0
36,S,Privet,0
36,S,Lonicera,0
36,S,Rubus,0
36,S,Lindera,0
36,S,Maple Vib,0
37,N,Privet,0
37,N,Lonicera,0
37,N,Lindera,0
37,N,Maple Vib,0
37,S,Buckthorn,0
37,S,Rose,0
37,S,Lonicera,0
37,S,Rubus,0
37,S,Lindera,0
34,N,Buckthorn,0
34,N,Privet,0
34,S,Privet,0
34,S,Lonicera,0
34,S,Lindera,0
34,S,Maple Vib,0
28,N,Privet,0
28,N,Lonicera,0
28,N,Lindera,0
28,N,Maple Vib,0
28,S,Rose,0
28,S,Privet,0
28,S,Lonicera,0
28,S,Maple Vib,0
51,N,Privet,0
51,N,Lonicera,0
51,N,Rubus,0
51,N,Maple Vib,0
51,S,Privet,0
51,S,Rubus,0
51,S,Maple Vib,0
45,N,Privet,0
45,N,Lonicera,0
45,N,Lindera,0
45,N,Maple Vib,0
45,S,Rose,0
45,S,Privet,0
45,S,Maple Vib,0
47,N,Privet,0
47,N,Lonicera,0
47,N,Maple Vib,0
47,S,Privet,0
47,S,Lonicera,0
47,S,Lindera,0
47,S,Maple Vib,0
48,N,Buckthorn,0
48,N,Privet,0
48,N,Lonicera,0
48,N,Rubus,0
48,N,Lindera,0
48,N,Maple Vib,0
48,S,Privet,0
48,S,Lonicera,0
48,S,Maple Vib,0
49,N+BB325,Buckthorn,0
49,S,Rose,0
49,N,Privet,0
49,N,Lonicera,0
49,N,Rubus,0
49,N,Lindera,0
49,N,Maple Vib,0
49,S,Buckthorn,0
49,S,Privet,0
49,S,Lonicera,0
49,S,Rubus,0
49,S,Maple Vib,0
61,N,Lonicera,0
61,N,Lindera,0
61,N,Maple Vib,0
61,S,Privet,0
61,S,Lonicera,0
61,S,Rubus,0
61,S,Lindera,0
61,S,Maple Vib,0
58,N,Lonicera,0
58,N,Rubus,0
58,N,Lindera,0
58,N,Maple Vib,0
58,S,Lonicera,0
58,S,Maple Vib,0
57,N,Privet,0
57,N,Lindera,0
57,N,Maple Vib,0
57,S,Privet,0
57,S,Lonicera,0
57,S,Rubus,0
57,S,Maple Vib,0
62,N,Privet,0
62,N,Lonicera,0
62,N,Rubus,0
62,N,Lindera,0
62,N,Maple Vib,0
62,S,Privet,0
62,S,Lonicera,0
62,S,Rubus,0
62,S,Lindera,0
62,S,Maple Vib,0
880,N,Privet,0
880,N,Lonicera,0
880,N,Lindera,0
880,N,Maple Vib,0
880,S,Privet,0
880,S,Lonicera,0
880,S,Lindera,0
880,S,Maple Vib,0
69,N,Privet,0
69,N,Lonicera,0
69,N,Lindera,0
69,N,Maple Vib,0
69,S,Privet,0
69,S,Lonicera,0
69,S,Lindera,0
69,S,Maple Vib,0
70,N,Privet,0
70,N,Lonicera,0
70,N,Maple Vib,0
70,S,Privet,0
70,S,Lonicera,0
70,S,Maple Vib,0
64,N,Privet,0
64,N,Lonicera,0
64,N,Maple Vib,0
64,S,Privet,0
64,S,Lonicera,0
64,S,Rubus,0
64,S,Maple Vib,0
895,N,Rose,0
895,N,Privet,0
895,N,Maple Vib,0
895,S,Rose,0
895,S,Privet,0
895,S,Lonicera,0
895,S,Lindera,0
895,S,Maple Vib,0
111,N,Privet,0
111,N,Lonicera,0
111,N,Rubus,0
111,N,Lindera,0
111,N,Maple Vib,0
111,S,Buckthorn,0
111,S,Lonicera,0
111,S,Lindera,0
111,S,Maple Vib,0
135,N,Buckthorn,0
135,N,Rose,0
135,N,Privet,0
135,N,Lonicera,0
135,N,Lindera,0
135,N,Maple Vib,0
135,S,Rose,0
135,S,Privet,0
135,S,Lonicera,0
135,S,Rubus,0
135,S,Lindera,0
135,S,Maple Vib,0
100,N,Buckthorn,0
100,N,Rose,0
100,N,Privet,0
100,N,Lonicera,0
100,N,Rubus,0
100,N,Lindera,0
100,N,Maple Vib,0
100,S,Buckthorn,0
100,S,Rose,0
100,S,Privet,0
100,S,Lonicera,0
100,S,Rubus,0
100,S,Lindera,0
100,S,Maple Vib,0
859,N,Rose,0
859,N,Privet,0
859,N,Lonicera,0
859,N,Rubus,0
859,N,Lindera,0
859,N,Maple Vib,0
859,S,Rose,0
859,S,Privet,0
859,S,Lonicera,0
859,S,Rubus,0
859,S,Lindera,0
859,S,Maple Vib,0
90,N,Rose,0
90,N,Privet,0
90,N,Lonicera,0
90,N,Rubus,0
90,N,Lindera,0
90,N,Maple Vib,0
90,S,Rose,0
90,S,Privet,0
90,S,Lonicera,0
90,S,Rubus,0
90,S,Lindera,0
90,S,Maple Vib,0
91,N,Rose,0
91,N,Privet,0
91,N,Lonicera,0
91,N,Lindera,0
91,N,Maple Vib,0
91,S,Rose,0
91,S,Privet,0
91,S,Lonicera,0
91,S,Lindera,0
91,S,Maple Vib,0
85,N,Privet,0
85,N,Rubus,0
85,N,Lindera,0
85,N,Maple Vib,0
85,S,Privet,0
85,S,Lindera,0
85,S,Maple Vib,0
87,N,Rose,0
87,N,Privet,0
87,N,Lonicera,0
87,N,Lindera,0
87,S,Rose,0
87,S,Privet,0
87,S,Lonicera,0
87,S,Rubus,0
87,S,Lindera,0
87,S,Maple Vib,0
89,N,Rose,0
89,N,Privet,0
89,N,Rubus,0
89,N,Lindera,0
89,S,Rose,0
89,S,Privet,0
89,S,Lonicera,0
89,S,Lindera,0
89,S,Maple Vib,0
81,N,Rose,0
81,N,Privet,0
81,N,Lonicera,0
81,N,Rubus,0
81,N,Lindera,0
81,S,Rose,0
81,S,Privet,0
81,S,Lonicera,0
81,S,Rubus,0
81,S,Lindera,0
81,S,Maple Vib,0
80,N,Rose,0
80,N,Privet,0
80,N,Lonicera,0
80,N,Rubus,0
80,N,Lindera,0
80,N,Maple Vib,0
80,S,Rose,0
80,S,Privet,0
80,S,Lonicera,0
80,S,Rubus,0
80,S,Lindera,0
86,N,Buckthorn,0
86,N,Rose,0
86,N,Privet,0
86,N,Lonicera,0
86,N,Rubus,0
86,N,Lindera,0
86,S,Lonicera,0
86,S,Rubus,0
86,S,Lindera,0
84,N,Privet,0
84,N,Lonicera,0
84,N,Lindera,0
84,N,Maple Vib,0
84,S,Rose,0
84,S,Privet,0
84,S,Rubus,0
84,S,Lindera,0
84,S,Maple Vib,0
83,N,Rose,0
83,N,Privet,0
83,N,Lonicera,0
83,N,Lindera,0
83,N,Maple Vib,0
83,S,Rose,0
83,S,Privet,0
83,S,Lonicera,0
83,S,Lindera,0
83,S,Maple Vib,0
82,N,Rose,0
82,N,Privet,0
82,N,Lonicera,0
82,N,Rubus,0
82,N,Lindera,0
82,N,Maple Vib,0
82,S,Rose,0
82,S,Privet,0
82,S,Lonicera,0
82,S,Rubus,0
82,S,Lindera,0
82,S,Maple Vib,0
123,N,Rose,0
123,N,Privet,0
123,N,Lonicera,0
123,N,Rubus,0
123,N,Lindera,0
123,N,Maple Vib,0
123,S,Buckthorn,0
123,S,Rose,0
123,S,Privet,0
123,S,Lonicera,0
123,S,Lindera,0
123,S,Maple Vib,0
124,N,Privet,0
124,N,Lonicera,0
124,N,Rubus,0
124,N,Lindera,0
124,N,Maple Vib,0
124,S,Buckthorn,0
124,S,Lonicera,0
124,S,Lindera,0
124,S,Maple Vib,0
142,N,Buckthorn,0
142,N,Rose,0
142,N,Privet,0
142,N,Lonicera,0
142,N,Rubus,0
142,N,Lindera,0
142,N,Maple Vib,0
142,S,Buckthorn,0
142,S,Rose,0
142,S,Privet,0
142,S,Lonicera,0
142,S,Rubus,0
142,S,Lindera,0
142,S,Maple Vib,0
117,N,Privet,0
117,N,Rubus,0
117,N,Lindera,0
117,N,Maple Vib,0
117,S,Rubus,0
117,S,Lindera,0
117,S,Maple Vib,0
133,N,Privet,0
133,N,Lindera,0
133,N,Maple Vib,0
133,S,Privet,0
133,S,Lindera,0
133,S,Maple Vib,0
121,N,Rose,0
121,N,Privet,0
121,N,Lonicera,0
121,N,Rubus,0
121,N,Lindera,0
121,N,Maple Vib,0
121,S,Rose,0
121,S,Privet,0
121,S,Lonicera,0
121,S,Lindera,0
121,S,Maple Vib,0
86,N,Lonicera,0
86,N,Lindera,0
86,N,Maple Vib,0
86,S,Privet,0
86,S,Lonicera,0
86,S,Lindera,0
110,N,Rose,0
110,N,Privet,0
110,N,Rubus,0
110,N,Lindera,0
110,N,Maple Vib,0
110,S,Privet,0
110,S,Lonicera,0
110,S,Lindera,0
110,S,Maple Vib,0
109,N,Lindera,0
109,N,Maple Vib,0
109,S,Privet,0
109,S,Lindera,0
109,S,Maple Vib,0
95,N,Privet,0
95,N,Lindera,0
95,N,Maple Vib,0
95,S,Privet,0
95,S,Lonicera,0
95,S,Lindera,0
295,N,Buckthorn,0
295,N,Privet,0
295,N,Lonicera,0
295,N,Rubus,0
295,N,Lindera,0
295,S,Buckthorn,0
295,S,Privet,0
295,S,Lonicera,0
295,S,Rubus,0
295,S,Lindera,0
295,S,Maple Vib,0
881,N,Privet,0
881,N,Lonicera,0
881,N,Lindera,0
881,N,Maple Vib,0
881,S,Privet,0
881,S,Lindera,0
881,S,Maple Vib,0
884,N,Privet,0
884,N,Lonicera,0
884,N,Rubus,0
884,N,Lindera,0
884,N,Maple Vib,0
884,S,Privet,0
884,S,Lonicera,0
884,S,Rubus,0
884,S,Lindera,0
884,S,Maple Vib,0
73,N,Privet,0
73,N,Lonicera,0
73,N,Rubus,0
73,N,Lindera,0
73,N,Maple Vib,0
73,S,Privet,0
73,S,Rubus,0
73,S,Lindera,0
73,S,Maple Vib,0
79,N,Privet,0
79,N,Lonicera,0
79,N,Lindera,0
79,N,Maple Vib,0
79,S,Privet,0
79,S,Lonicera,0
79,S,Rubus,0
79,S,Lindera,0
79,S,Maple Vib,0
113,N,Privet,0
113,N,Lindera,0
113,N,Maple Vib,0
113,S,Privet,0
113,S,Lonicera,0
113,S,Lindera,0
113,S,Maple Vib,0
116,N,Privet,0
116,N,Lonicera,0
116,N,Lindera,0
116,N,Maple Vib,0
116,S,Privet,0
116,S,Lonicera,0
116,S,Lindera,0
116,S,Maple Vib,0
94,N,Privet,0
94,N,Lonicera,0
94,N,Rubus,0
94,N,Lindera,0
94,N,Maple Vib,0
94,S,Privet,0
94,S,Lonicera,0
94,S,Lindera,0
888,N,Buckthorn,0
888,N,Privet,0
888,N,Lonicera,0
888,N,Lindera,0
888,N,Maple Vib,0
888,S,Buckthorn,0
888,S,Privet,0
888,S,Lonicera,0
888,S,Rubus,0
888,S,Lindera,0
888,S,Maple Vib,0
122,N,Buckthorn,0
122,N,Privet,0
122,N,Lindera,0
122,N,Maple Vib,0
122,S,Rose,0
122,S,Lonicera,0
122,S,Lindera,0
122,S,Maple Vib,0
76,N,Privet,0
76,N,Lonicera,0
76,N,Lindera,0
76,N,Maple Vib,0
76,S,Privet,0
76,S,Lonicera,0
76,S,Rubus,0
76,S,Lindera,0
76,S,Maple Vib,0
184,N,Privet,0
184,N,Lonicera,0
184,N,Rubus,0
184,N,Lindera,0
184,N,Maple Vib,0
184,S,Rose,0
184,S,Privet,0
184,S,Lonicera,0
184,S,Lindera,0
184,S,Maple Vib,0
179,N,Rose,0
179,N,Privet,0
179,N,Rubus,0
179,N,Lindera,0
179,N,Maple Vib,0
179,S,Rose,0
179,S,Privet,0
179,S,Rubus,0
179,S,Lindera,0
179,S,Maple Vib,0
183,N,Rose,0
183,N,Privet,0
183,N,Rubus,0
183,N,Maple Vib,0
183,S,Rose,0
183,S,Privet,0
183,S,Lonicera,0
183,S,Rubus,0
183,S,Lindera,0
183,S,Maple Vib,0
186,N,Privet,0
186,N,Lonicera,0
186,N,Lindera,0
186,N,Maple Vib,0
186,S,Privet,0
186,S,Lindera,0
388,N,Privet,0
388,N,Lonicera,0
388,N,Lindera,0
388,N,Maple Vib,0
388,S,Privet,0
388,S,Lonicera,0
388,S,Lindera,0
388,S,Maple Vib,0
194,N,Lonicera,0
194,N,Rubus,0
194,N,Lindera,0
194,N,Maple Vib,0
194,S,Lonicera,0
194,S,Rubus,0
194,S,Lindera,0
194,S,Maple Vib,0
98,N,Privet,0
98,N,Lindera,0
98,N,Maple Vib,0
98,S,Privet,0
98,S,Lonicera,0
98,S,Lindera,0
98,S,Maple Vib,0
44,N,Rose,0
44,N,Privet,0
44,N,Lindera,0
44,N,Maple Vib,0
44,S,Buckthorn,0
44,S,Privet,0
44,S,Lonicera,0
44,S,Lindera,0
44,S,Maple Vib,0
874,N,Privet,0
874,N,Rubus,0
874,N,Lindera,0
874,N,Maple Vib,0
