Tree,Species,Direction,Cover Class,,
80,Privet,N,0,,
80,Spicebush,N,0,,
80,Rubus,N,0,,
80,Mapleleaf viburnum,N,1,,
80,Buckthorn,S,1,,
80,Multiflora rose,S,0,,
80,Honeysuckle,S,0,,
80,Privet,S,0,,
80,Spicebush,S,0,,
80,Rubus,S,0,,
80,Mapleleaf viburnum,S,0,,
912,Buckthorn,N,1,,
912,Multiflora rose,N,1,,
912,Honeysuckle,N,1,,
912,Privet,N,0,,
912,Spicebush,N,0,,
912,Rubus,N,0,,
912,Mapleleaf viburnum,N,0,,
912,Buckthorn,S,1,,
912,Multiflora rose,S,1,,
912,Honeysuckle,S,0,,
912,Privet,S,0,,
912,Spicebush,S,0,,
912,Rubus,S,0,,
912,Mapleleaf viburnum,S,0,,
86,Buckthorn,N,0,,
86,Multiflora rose,N,0,,
86,Honeysuckle,N,0,,
86,Privet,N,0,,
86,Spicebush,N,0,,
86,Rubus,N,0,,
86,Mapleleaf viburnum,N,1,,
86,Buckthorn,S,0,,
86,Multiflora rose,S,0,,
86,Honeysuckle,S,0,,
86,Privet,S,0,,
86,Spicebush,S,0,,
86,Rubus,S,0,,
86,Mapleleaf viburnum,S,0,,
46,Buckthorn,N,1,,
46,Multiflora rose,N,1,,
46,Honeysuckle,N,0,,
46,Privet,N,1,,
46,Spicebush,N,0,,
46,Rubus,N,0,,
46,Mapleleaf viburnum,N,0,,
46,Buckthorn,S,1,,
46,Multiflora rose,S,1,,
46,Honeysuckle,S,0,,
46,Privet,S,0,,
46,Spicebush,S,1,,
46,Rubus,S,1,,
46,Mapleleaf viburnum,S,0,,
82,Buckthorn,N,1,,
82,Multiflora rose,N,0,,
82,Honeysuckle,N,0,,
82,Privet,N,0,,
82,Spicebush,N,0,,
82,Rubus,N,0,,
82,Mapleleaf viburnum,N,0,,
82,Buckthorn,S,1,,
82,Multiflora rose,S,0,,
82,Honeysuckle,S,0,,
82,Privet,S,0,,
82,Spicebush,S,0,,
82,Rubus,S,0,,
82,Mapleleaf viburnum,S,0,,
81,Buckthorn,N,1,,
81,Multiflora rose,N,0,,
81,Honeysuckle,N,0,,
81,Privet,N,0,,
81,Spicebush,N,0,,
81,Rubus,N,0,,
81,Mapleleaf viburnum,N,0,,
81,Buckthorn,S,1,,
81,Multiflora rose,S,0,,
81,Honeysuckle,S,0,,
81,Privet,S,0,,
81,Spicebush,S,0,,
81,Rubus,S,0,,
81,Mapleleaf viburnum,S,0,,
54,Buckthorn,N,1,,
54,Multiflora rose,N,0,,
54,Honeysuckle,N,1,,
54,Privet,N,0,,
54,Spicebush,N,0,,
54,Rubus,N,0,,
54,Mapleleaf viburnum,N,1,,
54,Buckthorn,S,0,,
54,Multiflora rose,S,1,,
54,Honeysuckle,S,0,,
54,Privet,S,0,,
54,Spicebush,S,1,,
54,Rubus,S,0,,
54,Mapleleaf viburnum,S,0,,
84,Buckthorn,N,0,,
84,Multiflora rose,N,2,,
84,Honeysuckle,N,0,,
84,Privet,N,0,,
84,Spicebush,N,0,,
84,Rubus,N,1,,
84,Mapleleaf viburnum,N,0,,
84,Buckthorn,S,1,,
84,Multiflora rose,S,1,,
84,Honeysuckle,S,1,,
84,Privet,S,0,,
84,Spicebush,S,0,,
84,Rubus,S,0,,
84,Mapleleaf viburnum,S,0,,
66,Buckthorn,N,1,,
66,Multiflora rose,N,1,,
66,Honeysuckle,N,0,,
66,Privet,N,0,,
66,Spicebush,N,0,,
66,Rubus,N,0,,
66,Mapleleaf viburnum,N,1,,
66,Buckthorn,S,1,,
66,Multiflora rose,S,1,,
66,Honeysuckle,S,1,,
66,Privet,S,0,,
66,Spicebush,S,1,,
66,Rubus,S,1,,
66,Mapleleaf viburnum,S,1,,
83,Buckthorn,N,1,,
83,Multiflora rose,N,1,,
83,Honeysuckle,N,0,,
83,Privet,N,0,,
83,Spicebush,N,0,,
83,Rubus,N,1,,
83,Mapleleaf viburnum,N,0,,
83,Buckthorn,S,0,,
83,Multiflora rose,S,0,,
83,Honeysuckle,S,0,,
83,Privet,S,0,,
83,Spicebush,S,0,,
83,Rubus,S,1,,
83,Mapleleaf viburnum,S,0,,
205,Buckthorn,N,1,,
205,Multiflora rose,N,3,,
205,Honeysuckle,N,0,,
205,Privet,N,0,,
205,Spicebush,N,1,,
205,Rubus,N,1,,
205,Mapleleaf viburnum,N,0,,
205,Buckthorn,S,1,,
205,Multiflora rose,S,2,,
205,Honeysuckle,S,0,,
205,Privet,S,0,,
205,Spicebush,S,1,,
205,Rubus,S,1,,
205,Mapleleaf viburnum,S,0,,
73,Buckthorn,N,1,,
73,Multiflora rose,N,3,,
73,Honeysuckle,N,0,,
73,Privet,N,0,,
73,Spicebush,N,0,,
73,Rubus,N,1,,
73,Mapleleaf viburnum,N,0,,
73,Buckthorn,S,0,,
73,Multiflora rose,S,2,,
73,Honeysuckle,S,0,,
73,Privet,S,0,,
73,Spicebush,S,0,,
73,Rubus,S,0,,
73,Mapleleaf viburnum,S,0,,
256,Buckthorn,N,0,,
256,Multiflora rose,N,1,,
256,Honeysuckle,N,0,,
256,Privet,N,0,,
256,Spicebush,N,0,,
256,Rubus,N,0,,
256,Mapleleaf viburnum,N,1,,
256,Buckthorn,S,0,,
256,Multiflora rose,S,0,,
256,Honeysuckle,S,0,,
256,Privet,S,0,,
256,Spicebush,S,0,,
256,Rubus,S,0,,
256,Mapleleaf viburnum,S,0,,
79,Buckthorn,N,1,,
79,Multiflora rose,N,3,,
79,Honeysuckle,N,0,,
79,Privet,N,0,,
79,Spicebush,N,0,,
79,Rubus,N,1,,
79,Mapleleaf viburnum,N,0,,
79,Buckthorn,S,1,,
79,Multiflora rose,S,2,,
79,Honeysuckle,S,0,,
79,Privet,S,0,,
79,Spicebush,S,0,,
79,Rubus,S,0,,
79,Mapleleaf viburnum,S,0,,
396,Buckthorn,N,0,,
396,Multiflora rose,N,1,,
396,Honeysuckle,N,0,,
396,Privet,N,0,,
396,Spicebush,N,0,,
396,Rubus,N,0,,
396,Mapleleaf viburnum,N,0,,
396,Buckthorn,S,1,,
396,Multiflora rose,S,1,,
396,Honeysuckle,S,0,,
396,Privet,S,0,,
396,Spicebush,S,0,,
396,Rubus,S,1,,
396,Mapleleaf viburnum,S,0,,
364,Buckthorn,N,1,,
364,Multiflora rose,N,0,,
364,Honeysuckle,N,0,,
364,Privet,N,0,,
364,Spicebush,N,0,,
364,Rubus,N,0,,
364,Mapleleaf viburnum,N,0,,
364,Buckthorn,S,0,,
364,Multiflora rose,S,0,,
364,Honeysuckle,S,0,,
364,Privet,S,0,,
364,Spicebush,S,0,,
364,Rubus,S,1,,
364,Mapleleaf viburnum,S,1,,
113,Buckthorn,N,0,,
113,Multiflora rose,N,0,,
113,Honeysuckle,N,0,,
113,Privet,N,0,,
113,Spicebush,N,0,,
113,Rubus,N,1,,
113,Mapleleaf viburnum,N,0,,
113,Buckthorn,S,0,,
113,Multiflora rose,S,3,,
113,Honeysuckle,S,0,,
113,Privet,S,0,,
113,Spicebush,S,0,,
113,Rubus,S,0,,
113,Mapleleaf viburnum,S,0,,
191,Buckthorn,N,1,,
191,Multiflora rose,N,0,,
191,Honeysuckle,N,0,,
191,Privet,N,0,,
191,Spicebush,N,0,,
191,Rubus,N,0,,
191,Mapleleaf viburnum,N,1,,
191,Buckthorn,S,1,,
191,Multiflora rose,S,0,,
191,Honeysuckle,S,0,,
191,Privet,S,0,,
191,Spicebush,S,0,,
191,Rubus,S,1,,
191,Mapleleaf viburnum,S,0,,
230,Buckthorn,N,0,,
230,Multiflora rose,N,5,,
230,Honeysuckle,N,0,,
230,Privet,N,0,,
230,Spicebush,N,0,,
230,Rubus,N,0,,
230,Mapleleaf viburnum,N,0,,
230,Buckthorn,S,1,,
230,Multiflora rose,S,2,,
230,Honeysuckle,S,0,,
230,Privet,S,0,,
230,Spicebush,S,0,,
230,Rubus,S,1,,
230,Mapleleaf viburnum,S,0,,
196,Buckthorn,N,1,,
196,Multiflora rose,N,1,,
196,Honeysuckle,N,0,,
196,Privet,N,0,,
196,Spicebush,N,0,,
196,Rubus,N,0,,
196,Mapleleaf viburnum,N,0,,
196,Buckthorn,S,0,,
196,Multiflora rose,S,0,,
196,Honeysuckle,S,0,,
196,Privet,S,0,,
196,Spicebush,S,0,,
196,Rubus,S,0,,
196,Mapleleaf viburnum,S,0,,
94,Buckthorn,N,1,,
94,Multiflora rose,N,4,,
94,Honeysuckle,N,0,,
94,Privet,N,0,,
94,Spicebush,N,0,,
94,Rubus,N,0,,
94,Mapleleaf viburnum,N,1,,
94,Buckthorn,S,1,,
94,Multiflora rose,S,4,,
94,Honeysuckle,S,0,,
94,Privet,S,0,,
94,Spicebush,S,0,,
94,Rubus,S,1,,
94,Mapleleaf viburnum,S,0,,
882,Buckthorn,N,0,,
882,Multiflora rose,N,0,,
882,Honeysuckle,N,0,,
882,Privet,N,0,,
882,Spicebush,N,0,,
882,Rubus,N,1,,
882,Mapleleaf viburnum,N,0,,
882,Buckthorn,S,1,,
882,Multiflora rose,S,0,,
882,Honeysuckle,S,0,,
882,Privet,S,0,,
882,Spicebush,S,0,,
882,Rubus,S,1,,
882,Mapleleaf viburnum,S,0,,
244,Buckthorn,N,1,,
244,Multiflora rose,N,4,,
244,Honeysuckle,N,0,,
244,Privet,N,0,,
244,Spicebush,N,0,,
244,Rubus,N,0,,
244,Mapleleaf viburnum,N,1,,
244,Buckthorn,S,1,,
244,Multiflora rose,S,3,,
244,Honeysuckle,S,0,,
244,Privet,S,0,,
244,Spicebush,S,0,,
244,Rubus,S,1,,
244,Mapleleaf viburnum,S,0,,
188,Buckthorn,N,1,,
188,Multiflora rose,N,1,,
188,Honeysuckle,N,0,,
188,Privet,N,0,,
188,Spicebush,N,0,,
188,Rubus,N,0,,
188,Mapleleaf viburnum,N,0,,
188,Buckthorn,S,1,,
188,Multiflora rose,S,0,,
188,Honeysuckle,S,0,,
188,Privet,S,0,,
188,Spicebush,S,0,,
188,Rubus,S,0,,
188,Mapleleaf viburnum,S,0,,
96,Buckthorn,N,1,,
96,Multiflora rose,N,3,,
96,Honeysuckle,N,0,,
96,Privet,N,0,,
96,Spicebush,N,0,,
96,Rubus,N,1,,
96,Mapleleaf viburnum,N,0,,
96,Buckthorn,S,0,,
96,Multiflora rose,S,4,,
96,Honeysuckle,S,0,,
96,Privet,S,0,,
96,Spicebush,S,0,,
96,Rubus,S,0,,
96,Mapleleaf viburnum,S,0,,
349,Buckthorn,N,1,,
349,Multiflora rose,N,1,,
349,Honeysuckle,N,0,,
349,Privet,N,0,,
349,Spicebush,N,0,,
349,Rubus,N,0,,
349,Mapleleaf viburnum,N,0,,
349,Buckthorn,S,0,,
349,Multiflora rose,S,0,,
349,Honeysuckle,S,0,,
349,Privet,S,0,,
349,Spicebush,S,0,,
349,Rubus,S,1,,
349,Mapleleaf viburnum,S,1,,
881,Buckthorn,N,1,,
881,Multiflora rose,N,2,,
881,Honeysuckle,N,0,,
881,Privet,N,0,,
881,Spicebush,N,0,,
881,Rubus,N,1,,
881,Mapleleaf viburnum,N,0,,
881,Buckthorn,S,1,,
881,Multiflora rose,S,3,,
881,Honeysuckle,S,0,,
881,Privet,S,0,,
881,Spicebush,S,0,,
881,Rubus,S,1,,
881,Mapleleaf viburnum,S,0,,
889,Buckthorn,N,1,,
889,Multiflora rose,N,0,,
889,Honeysuckle,N,0,,
889,Privet,N,0,,
889,Spicebush,N,0,,
889,Rubus,N,1,,
889,Mapleleaf viburnum,N,0,,
889,Buckthorn,S,1,,
889,Multiflora rose,S,0,,
889,Honeysuckle,S,0,,
889,Privet,S,1,,
889,Spicebush,S,0,,
889,Rubus,S,0,,
889,Mapleleaf viburnum,S,0,,
101,Buckthorn,N,0,,
101,Multiflora rose,N,5,,
101,Honeysuckle,N,0,,
101,Privet,N,0,,
101,Spicebush,N,0,,
101,Rubus,N,1,,
101,Mapleleaf viburnum,N,0,,
101,Buckthorn,S,0,,
101,Multiflora rose,S,4,,
101,Honeysuckle,S,0,,
101,Privet,S,0,,
101,Spicebush,S,0,,
101,Rubus,S,1,,
101,Mapleleaf viburnum,S,0,,
365,Buckthorn,N,1,,
365,Multiflora rose,N,0,,
365,Honeysuckle,N,1,,
365,Privet,N,0,,
365,Spicebush,N,0,,
365,Rubus,N,0,,
365,Mapleleaf viburnum,N,0,,
365,Buckthorn,S,1,,
365,Multiflora rose,S,0,,
365,Honeysuckle,S,0,,
365,Privet,S,0,,
365,Spicebush,S,0,,
365,Rubus,S,0,,
365,Mapleleaf viburnum,S,0,,
110,Buckthorn,N,0,,
110,Multiflora rose,N,3,,
110,Honeysuckle,N,0,,
110,Privet,N,0,,
110,Spicebush,N,0,,
110,Rubus,N,1,,
110,Mapleleaf viburnum,N,0,,
110,Buckthorn,S,0,,
110,Multiflora rose,S,3,,
110,Honeysuckle,S,0,,
110,Privet,S,0,,
110,Spicebush,S,0,,
110,Rubus,S,1,,
110,Mapleleaf viburnum,S,0,,
363,Buckthorn,N,1,,
363,Multiflora rose,N,1,,
363,Honeysuckle,N,0,,
363,Privet,N,0,,
363,Spicebush,N,0,,
363,Rubus,N,0,,
363,Mapleleaf viburnum,N,0,,
363,Buckthorn,S,1,,
363,Multiflora rose,S,0,,
363,Honeysuckle,S,1,,
363,Privet,S,0,,
363,Spicebush,S,0,,
363,Rubus,S,1,,
363,Mapleleaf viburnum,S,0,,
124,Buckthorn,N,1,,
124,Multiflora rose,N,1,,
124,Honeysuckle,N,0,,
124,Privet,N,1,,
124,Spicebush,N,0,,
124,Rubus,N,1,,
124,Mapleleaf viburnum,N,0,,
124,Buckthorn,S,1,,
124,Multiflora rose,S,2,,
124,Honeysuckle,S,0,,
124,Privet,S,1,,
124,Spicebush,S,0,,
124,Rubus,S,1,,
124,Mapleleaf viburnum,S,0,,
123,Buckthorn,N,1,,
123,Multiflora rose,N,0,,
123,Honeysuckle,N,0,,
123,Privet,N,0,,
123,Spicebush,N,0,,
123,Rubus,N,0,,
123,Mapleleaf viburnum,N,0,,
123,Buckthorn,S,1,,
123,Multiflora rose,S,0,,
123,Honeysuckle,S,0,,
123,Privet,S,1,,
123,Spicebush,S,0,,
123,Rubus,S,1,,
123,Mapleleaf viburnum,S,0,,
372,Buckthorn,N,1,,
372,Multiflora rose,N,0,,
372,Honeysuckle,N,0,,
372,Privet,N,0,,
372,Spicebush,N,0,,
372,Rubus,N,1,,
372,Mapleleaf viburnum,N,0,,
372,Buckthorn,S,1,,
372,Multiflora rose,S,1,,
372,Honeysuckle,S,0,,
372,Privet,S,0,,
372,Spicebush,S,0,,
372,Rubus,S,1,,
372,Mapleleaf viburnum,S,0,,
288,Buckthorn,N,0,,
288,Multiflora rose,N,0,,
288,Honeysuckle,N,0,,
288,Privet,N,0,,
288,Spicebush,N,0,,
288,Rubus,N,1,,
288,Mapleleaf viburnum,N,1,,
288,Buckthorn,S,1,,
288,Multiflora rose,S,0,,
288,Honeysuckle,S,0,,
288,Privet,S,0,,
288,Spicebush,S,0,,
288,Rubus,S,0,,
288,Mapleleaf viburnum,S,0,,
356,Buckthorn,N,1,,
356,Multiflora rose,N,0,,
356,Honeysuckle,N,0,,
356,Privet,N,0,,
356,Spicebush,N,0,,
356,Rubus,N,1,,
356,Mapleleaf viburnum,N,0,,
356,Buckthorn,S,1,,
356,Multiflora rose,S,0,,
356,Honeysuckle,S,0,,
356,Privet,S,0,,
356,Spicebush,S,0,,
356,Rubus,S,0,,
356,Mapleleaf viburnum,S,1,,
258,Buckthorn,N,1,,
258,Multiflora rose,N,0,,
258,Honeysuckle,N,0,,
258,Privet,N,0,,
258,Spicebush,N,0,,
258,Rubus,N,0,,
258,Mapleleaf viburnum,N,0,,
258,Buckthorn,S,0,,
258,Multiflora rose,S,0,,
258,Honeysuckle,S,0,,
258,Privet,S,0,,
258,Spicebush,S,0,,
258,Rubus,S,0,,
258,Mapleleaf viburnum,S,0,,
122,Buckthorn,N,0,,
122,Multiflora rose,N,2,,
122,Honeysuckle,N,1,,
122,Privet,N,0,,
122,Spicebush,N,0,,
122,Rubus,N,1,,
122,Mapleleaf viburnum,N,0,,
122,Buckthorn,S,0,,
122,Multiflora rose,S,0,,
122,Honeysuckle,S,0,,
122,Privet,S,2,,
122,Spicebush,S,0,,
122,Rubus,S,1,,
122,Mapleleaf viburnum,S,0,,
398,Buckthorn,N,1,,
398,Multiflora rose,N,0,,
398,Honeysuckle,N,0,,
398,Privet,N,0,,
398,Spicebush,N,0,,
398,Rubus,N,0,,
398,Mapleleaf viburnum,N,1,,
398,Buckthorn,S,1,,
398,Multiflora rose,S,0,,
398,Honeysuckle,S,0,,
398,Privet,S,0,,
398,Spicebush,S,0,,
398,Rubus,S,0,,
398,Mapleleaf viburnum,S,0,,
357,Buckthorn,N,1,,
357,Multiflora rose,N,1,,
357,Honeysuckle,N,0,,
357,Privet,N,0,,
357,Spicebush,N,0,,
357,Rubus,N,0,,
357,Mapleleaf viburnum,N,0,,
357,Buckthorn,S,1,,
357,Multiflora rose,S,0,,
357,Honeysuckle,S,0,,
357,Privet,S,0,,
357,Spicebush,S,0,,
357,Rubus,S,1,,
357,Mapleleaf viburnum,S,0,,
888,Buckthorn,N,0,,
888,Multiflora rose,N,5,,
888,Honeysuckle,N,0,,
888,Privet,N,0,,
888,Spicebush,N,0,,
888,Rubus,N,1,,
888,Mapleleaf viburnum,N,0,,
888,Buckthorn,S,1,,
888,Multiflora rose,S,0,,
888,Honeysuckle,S,0,,
888,Privet,S,0,,
888,Spicebush,S,0,,
888,Rubus,S,1,,
888,Mapleleaf viburnum,S,0,,
199,Buckthorn,N,1,Originally 198 duplicated - fixed 2024.10.24 by EH,
199,Multiflora rose,N,0,Originally 198 duplicated - fixed 2024.10.24 by EH,
199,Honeysuckle,N,1,Originally 198 duplicated - fixed 2024.10.24 by EH,
199,Privet,N,0,Originally 198 duplicated - fixed 2024.10.24 by EH,
199,Spicebush,N,0,Originally 198 duplicated - fixed 2024.10.24 by EH,
199,Rubus,N,0,Originally 198 duplicated - fixed 2024.10.24 by EH,
199,Mapleleaf viburnum,N,0,Originally 198 duplicated - fixed 2024.10.24 by EH,
199,Buckthorn,S,1,Originally 198 duplicated - fixed 2024.10.24 by EH,
199,Multiflora rose,S,0,Originally 198 duplicated - fixed 2024.10.24 by EH,
199,Honeysuckle,S,0,Originally 198 duplicated - fixed 2024.10.24 by EH,
199,Privet,S,0,Originally 198 duplicated - fixed 2024.10.24 by EH,
199,Spicebush,S,0,Originally 198 duplicated - fixed 2024.10.24 by EH,
199,Rubus,S,0,Originally 198 duplicated - fixed 2024.10.24 by EH,
199,Mapleleaf viburnum,S,0,Originally 198 duplicated - fixed 2024.10.24 by EH,
243,Buckthorn,N,1,,
243,Multiflora rose,N,3,,
243,Honeysuckle,N,1,,
243,Privet,N,0,,
243,Spicebush,N,0,,
243,Rubus,N,1,,
243,Mapleleaf viburnum,N,0,,
243,Buckthorn,S,1,,
243,Multiflora rose,S,3,,
243,Honeysuckle,S,0,,
243,Privet,S,0,,
243,Spicebush,S,0,,
243,Rubus,S,1,,
243,Mapleleaf viburnum,S,0,,
355,Buckthorn,N,1,,
355,Multiflora rose,N,0,,
355,Honeysuckle,N,0,,
355,Privet,N,0,,
355,Spicebush,N,0,,
355,Rubus,N,1,,
355,Mapleleaf viburnum,N,1,,
355,Buckthorn,S,0,,
355,Multiflora rose,S,1,,
355,Honeysuckle,S,0,,
355,Privet,S,0,,
355,Spicebush,S,0,,
355,Rubus,S,1,,
355,Mapleleaf viburnum,S,0,,
77,Buckthorn,N,0,,
77,Multiflora rose,N,0,,
77,Honeysuckle,N,0,,
77,Privet,N,0,,
77,Spicebush,N,0,,
77,Rubus,N,0,,
77,Mapleleaf viburnum,N,0,,
77,Buckthorn,S,0,,
77,Multiflora rose,S,2,,
77,Honeysuckle,S,0,,
77,Privet,S,0,,
77,Spicebush,S,1,,
77,Rubus,S,1,,
77,Mapleleaf viburnum,S,0,,
189,Buckthorn,N,1,,
189,Multiflora rose,N,1,,
189,Honeysuckle,N,0,,
189,Privet,N,0,,
189,Spicebush,N,0,,
189,Rubus,N,1,,
189,Mapleleaf viburnum,N,0,,
189,Buckthorn,S,0,,
189,Multiflora rose,S,0,,
189,Honeysuckle,S,0,,
189,Privet,S,1,,
189,Spicebush,S,0,,
189,Rubus,S,0,,
189,Mapleleaf viburnum,S,1,,
68,Buckthorn,N,0,,
68,Multiflora rose,N,1,,
68,Honeysuckle,N,0,,
68,Privet,N,0,,
68,Spicebush,N,1,,
68,Rubus,N,1,,
68,Mapleleaf viburnum,N,0,,
68,Buckthorn,S,0,,
68,Multiflora rose,S,1,,
68,Honeysuckle,S,0,,
68,Privet,S,0,,
68,Spicebush,S,1,,
68,Rubus,S,1,,
68,Mapleleaf viburnum,S,0,,
373,Buckthorn,N,1,,
373,Multiflora rose,N,0,,
373,Honeysuckle,N,0,,
373,Privet,N,0,,
373,Spicebush,N,0,,
373,Rubus,N,0,,
373,Mapleleaf viburnum,N,0,,
373,Buckthorn,S,1,,
373,Multiflora rose,S,0,,
373,Honeysuckle,S,0,,
373,Privet,S,0,,
373,Spicebush,S,0,,
373,Rubus,S,0,,
373,Mapleleaf viburnum,S,0,,
24,Buckthorn,N,1,,
24,Multiflora rose,N,0,,
24,Honeysuckle,N,0,,
24,Privet,N,0,,
24,Spicebush,N,0,,
24,Rubus,N,1,,
24,Mapleleaf viburnum,N,0,,
24,Buckthorn,S,0,,
24,Multiflora rose,S,1,,
24,Honeysuckle,S,0,,
24,Privet,S,1,,
24,Spicebush,S,0,,
24,Rubus,S,1,,
24,Mapleleaf viburnum,S,0,,
359,Buckthorn,N,1,,
359,Multiflora rose,N,0,,
359,Honeysuckle,N,0,,
359,Privet,N,0,,
359,Spicebush,N,0,,
359,Rubus,N,0,,
359,Mapleleaf viburnum,N,1,,
359,Buckthorn,S,1,,
359,Multiflora rose,S,0,,
359,Honeysuckle,S,0,,
359,Privet,S,0,,
359,Spicebush,S,0,,
359,Rubus,S,0,,
359,Mapleleaf viburnum,S,1,,
902,Buckthorn,N,1,,
902,Multiflora rose,N,2,,
902,Honeysuckle,N,0,,
902,Privet,N,0,,
902,Spicebush,N,0,,
902,Rubus,N,0,,
902,Mapleleaf viburnum,N,0,,
902,Buckthorn,S,1,,
902,Multiflora rose,S,1,,
902,Honeysuckle,S,1,,
902,Privet,S,0,,
902,Spicebush,S,0,,
902,Rubus,S,0,,
902,Mapleleaf viburnum,S,0,,
375,Buckthorn,N,0,,
375,Multiflora rose,N,0,,
375,Honeysuckle,N,1,,
375,Privet,N,0,,
375,Spicebush,N,0,,
375,Rubus,N,0,,
375,Mapleleaf viburnum,N,0,,
375,Buckthorn,S,1,,
375,Multiflora rose,S,0,,
375,Honeysuckle,S,0,,
375,Privet,S,0,,
375,Spicebush,S,0,,
375,Rubus,S,0,,
375,Mapleleaf viburnum,S,0,,
28,Buckthorn,N,0,,
28,Multiflora rose,N,1,,
28,Honeysuckle,N,0,,
28,Privet,N,0,,
28,Spicebush,N,0,,
28,Rubus,N,1,,
28,Mapleleaf viburnum,N,0,,
28,Buckthorn,S,1,,
28,Multiflora rose,S,0,,
28,Honeysuckle,S,0,,
28,Privet,S,0,,
28,Spicebush,S,1,,
28,Rubus,S,1,,
28,Mapleleaf viburnum,S,1,,
362,Buckthorn,N,1,,
362,Multiflora rose,N,0,,
362,Honeysuckle,N,0,,
362,Privet,N,0,,
362,Spicebush,N,0,,
362,Rubus,N,0,,
362,Mapleleaf viburnum,N,0,,
362,Buckthorn,S,0,,
362,Multiflora rose,S,0,,
362,Honeysuckle,S,0,,
362,Privet,S,0,,
362,Spicebush,S,0,,
362,Rubus,S,0,,
362,Mapleleaf viburnum,S,0,,
901,Buckthorn,N,1,,
901,Multiflora rose,N,1,,
901,Honeysuckle,N,0,,
901,Privet,N,0,,
901,Spicebush,N,0,,
901,Rubus,N,1,,
901,Mapleleaf viburnum,N,0,,
901,Buckthorn,S,0,,
901,Multiflora rose,S,0,,
901,Honeysuckle,S,0,,
901,Privet,S,1,,
901,Spicebush,S,0,,
901,Rubus,S,1,,
901,Mapleleaf viburnum,S,0,,
254,Buckthorn,N,1,,
254,Multiflora rose,N,1,,
254,Honeysuckle,N,0,,
254,Privet,N,0,,
254,Spicebush,N,0,,
254,Rubus,N,0,,
254,Mapleleaf viburnum,N,0,,
254,Buckthorn,S,1,,
254,Multiflora rose,S,1,,
254,Honeysuckle,S,1,,
254,Privet,S,0,,
254,Spicebush,S,0,,
254,Rubus,S,0,,
254,Mapleleaf viburnum,S,0,,
30,Buckthorn,N,0,,
30,Multiflora rose,N,1,,
30,Honeysuckle,N,0,,
30,Privet,N,0,,
30,Spicebush,N,1,,
30,Rubus,N,1,,
30,Mapleleaf viburnum,N,0,,
30,Buckthorn,S,1,,
30,Multiflora rose,S,2,,
30,Honeysuckle,S,0,,
30,Privet,S,0,,
30,Spicebush,S,0,,
30,Rubus,S,0,,
30,Mapleleaf viburnum,S,0,,
255,Buckthorn,N,1,,
255,Multiflora rose,N,1,,
255,Honeysuckle,N,0,,
255,Privet,N,0,,
255,Spicebush,N,0,,
255,Rubus,N,1,,
255,Mapleleaf viburnum,N,0,,
255,Buckthorn,S,1,,
255,Multiflora rose,S,0,,
255,Honeysuckle,S,0,,
255,Privet,S,0,,
255,Spicebush,S,0,,
255,Rubus,S,1,,
255,Mapleleaf viburnum,S,0,,
51,Buckthorn,N,1,,
51,Multiflora rose,N,0,,
51,Honeysuckle,N,0,,
51,Privet,N,0,,
51,Spicebush,N,1,,
51,Rubus,N,1,,
51,Mapleleaf viburnum,N,1,,
51,Buckthorn,S,1,,
51,Multiflora rose,S,1,,
51,Honeysuckle,S,1,,
51,Privet,S,0,,
51,Spicebush,S,0,,
51,Rubus,S,1,,
51,Mapleleaf viburnum,S,0,,
266,Buckthorn,N,0,,
266,Multiflora rose,N,0,,
266,Honeysuckle,N,0,,
266,Privet,N,1,,
266,Spicebush,N,0,,
266,Rubus,N,0,,
266,Mapleleaf viburnum,N,0,,
266,Buckthorn,S,0,,
266,Multiflora rose,S,0,,
266,Honeysuckle,S,0,,
266,Privet,S,0,,
266,Spicebush,S,0,,
266,Rubus,S,0,,
266,Mapleleaf viburnum,S,0,,
305,Buckthorn,N,0,,
305,Multiflora rose,N,0,,
305,Honeysuckle,N,0,,
305,Privet,N,0,,
305,Spicebush,N,0,,
305,Rubus,N,0,,
305,Mapleleaf viburnum,N,0,,
305,Buckthorn,S,0,,
305,Multiflora rose,S,0,,
305,Honeysuckle,S,0,,
305,Privet,S,0,,
305,Spicebush,S,0,,
305,Rubus,S,0,,
305,Mapleleaf viburnum,S,0,,
207,Buckthorn,N,0,,
207,Multiflora rose,N,3,,
207,Honeysuckle,N,0,,
207,Privet,N,0,,
207,Spicebush,N,0,,
207,Rubus,N,1,,
207,Mapleleaf viburnum,N,0,,
207,Buckthorn,S,0,,
207,Multiflora rose,S,3,,
207,Honeysuckle,S,0,,
207,Privet,S,0,,
207,Spicebush,S,0,,
207,Rubus,S,1,,
207,Mapleleaf viburnum,S,0,,
306,Buckthorn,N,0,,
306,Multiflora rose,N,0,,
306,Honeysuckle,N,0,,
306,Privet,N,0,,
306,Spicebush,N,0,,
306,Rubus,N,0,,
306,Mapleleaf viburnum,N,0,,
306,Buckthorn,S,1,,
306,Multiflora rose,S,0,,
306,Honeysuckle,S,0,,
306,Privet,S,0,,
306,Spicebush,S,0,,
306,Rubus,S,0,,
306,Mapleleaf viburnum,S,0,,
34,Buckthorn,N,0,,
34,Multiflora rose,N,0,,
34,Honeysuckle,N,1,,
34,Privet,N,0,,
34,Spicebush,N,1,,
34,Rubus,N,0,,
34,Mapleleaf viburnum,N,0,,
