,Tree,Species,Plot_ID,Treatment,Treatment_2019,TreatmentYear,Block,Size,Notes,Valid,DBH2018,DBH2019,SmallTreeDBH2018,SmallTreeHeight2018,Smalltree2018measurementnotes,BandPresent2018,BandPresent2019,HerbSurveys2018,HerbSurveys2019,EphemeralSurveys2019,SeedlingPlots2018,SeedlingPlots2019,FourmSurveys2018,TenmSurveys2018,VisualCover2018,VisualCover2019,Greaterthan20_2019,MeanPercentopenness2018,MeanPercentopenness2019,PhotoObstruction,HemiDifference,meanVWC2019,meanVWC2019_corrected,meanPER2019,VWC_ref,PER_ref
209,290,red oak,IC-18-N,IC,IC,2018,North,Large,,Yes,NA,40.1,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,27,No,NA,8.925,9.776329163,1.25575,28.925,1.5675
210,291,red oak,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,Large,,Yes,NA,30.5,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,27.7475,No,NA,11.075,12.59900313,1.29125,27.575,1.546
211,292,red oak,IC-18-N,IC,IC,2018,North,Large,,Yes,NA,18.95,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,30.5775,No,NA,8.825,10.03938624,1.255,27.575,1.546
212,293,sugar maple,IC-19-N,IC,Control,2019,North,Large,,Yes,NA,15.5,NA,NA,NA,NA,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,NA,34.9175,Yes,NA,13.625,14.92464816,1.33225,28.925,1.5675
213,295,tulip poplar,IC-18-M,IC,IC,2018,Middle,Large,,Yes,NA,32.4,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,35.18125,Yes,NA,25.2,26.18514465,1.50875,30.725,1.5965
214,296,red oak,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,Large,,Yes,NA,20.85,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,21.83,Yes,NA,10.1,11.48983581,1.2745,27.575,1.546
215,297,red maple,IC-18-N,IC,IC,2018,North,Large,,Yes,NA,31.1,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,24.9925,Yes,NA,13.625,15.49990227,1.33175,27.575,1.546
216,299,red maple,IC-18-N,IC,IC,2018,North,Large,,Yes,NA,18,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,29.2925,Yes,NA,18.2,19.93604378,1.4035,28.925,1.5675
217,3,red maple,IC+TSI-19-S,IC+TSI,Control,2019,South,Large,,Yes,30.5,31,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,43.4475,Yes,NA,14.275,15.6143276,1.342,28.975,1.57225
218,30,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,12.8,13.1,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,36.225,Yes,NA,16.625,23.67015247,1.37925,18.425,1.4065
219,300,tulip poplar,IC-18-N,IC,IC,2018,North,Large,,Yes,NA,48.7,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,Yes,No,NA,26.355,No,NA,19.275,21.92738468,1.4195,27.575,1.546
220,301,red maple,IC+TSI-19-M,IC+TSI,Control,2019,Middle,Large,,Yes,24,24.1,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,37.3625,No,NA,18.825,20.62066067,1.4115,28.925,1.5675
221,302,sugar maple,IC+TSI-19-M,IC+TSI,Control,2019,Middle,Large,,Yes,13,12.9,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,42.735,Yes,NA,13.325,14.59603206,1.32725,28.925,1.5675
222,303,tulip poplar,IC+TSI-19-M,IC+TSI,Control,2019,Middle,Large,,Yes,20.1,20.7,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,36.95,No,NA,30.425,33.32715012,1.595,28.925,1.5675
223,304,tulip poplar,C-19-M,Control,Control,2019,Middle,Large,,Yes,48.4,40.4,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,20.115,30.9725,No,10.8575,14.575,15.96526583,1.347,28.925,1.5675
224,305,sugar maple,C-19-M,Control,Control,2019,Middle,Large,,Yes,24.1,24.1,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,17.615,23.015,No,5.4,5.7,6.243706021,1.19925,28.925,1.5675
225,306,sugar maple,C-19-M,Control,Control,2019,Middle,Large,,Yes,22.3,22.5,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,22.955,34.3225,Yes,11.3675,6.975,7.640324472,1.22175,28.925,1.5675
226,307,sugar maple,C-18-M,Control,Control,2018,Middle,Large,,Yes,13.2,13.3,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,19.9425,30.2,Yes,10.2575,16,17.52619234,1.369,28.925,1.5675
227,308,red maple,C-18-M,Control,Control,2018,Middle,Large,,Yes,13.6,5.85,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,25.1575,23.43,Yes,-1.7275,26.625,29.16467944,1.53975,28.925,1.5675
228,309,red maple,C-18-M,Control,Control,2018,Middle,Large,,Yes,19.9,19.9,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,17.56,34.375,No,16.815,11.875,13.00772088,1.3035,28.925,1.5675
229,31,red maple,IC-18-S,IC,IC,2018,South,Large,,Yes,11.1,12,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,31.1475,Yes,NA,34.8,37.90179828,1.66675,29.125,1.572
230,310,sugar maple,C-18-M,Control,Control,2018,Middle,Large,,Yes,16.4,16.3,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,23.705,26.5425,Yes,2.8375,8.25,9.036942925,1.24475,28.925,1.5675
231,311,red maple,C-18-S,Control,Control,2018,South,small,,Yes,NA,NA,7.2,10.05,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,29.3475,Yes,NA,38.025,41.41424942,1.71875,29.125,1.572
232,312,red maple,C-19-S,Control,Control,2019,South,small,,Yes,NA,NA,7,8.95,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,23.555,No,NA,22.95,23.41653636,1.47475,31.325,1.60625
233,313,sugar maple,C-18-S,Control,Control,2018,South,small,,Yes,NA,NA,2.7,5.61,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,29.3025,Yes,NA,25.65,27.93623925,1.51625,29.125,1.572
234,314,red maple,C-18-S,Control,Control,2018,South,small,,Yes,NA,NA,4.7,4.99,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,27.5,No,NA,21.95,21.95,1.45925,31.975,1.61625
235,315,red maple,C-18-S,Control,Control,2018,South,small,,Yes,NA,NA,6.5,10.88,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,37.995,Yes,NA,20.25,20.66164973,1.4335,31.325,1.60625
236,316,sugar maple,C-18-S,Control,Control,2018,South,small,,Yes,NA,NA,5.8,10.26,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,34.425,Yes,NA,27.975,27.975,1.554,31.975,1.61625
237,317,elm,C-18-S,Control,Control,2018,South,small,,Yes,NA,NA,3.7,4.43,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,32.93,Yes,NA,26.45,28.80754496,1.528,29.125,1.572
238,318,elm,IC+TSI-19-M,IC+TSI,Control,2019,Middle,small,,Yes,NA,NA,3.8,5.23,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,33.3125,Yes,NA,16.35,17.9095778,1.3745,28.925,1.5675
239,319,elm,C-18-S,Control,Control,2018,South,small,,Yes,NA,NA,5.8,6.9,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,31.1925,Yes,NA,26.125,26.125,1.52375,31.975,1.61625
240,32,tulip poplar,IC-18-S,IC,IC,2018,South,Large,,Yes,8.8,9,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,30.595,Yes,NA,10.375,14.77159891,1.28125,18.425,1.4065
241,320,elm,C-18-S,Control,Control,2018,South,small,,Yes,NA,NA,3.5,5.14,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,36.9425,Yes,NA,22.925,22.925,1.4745,31.975,1.61625
242,321,elm,C-19-S,Control,Control,2019,South,small,,Yes,NA,NA,3.6,3.98,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,30.1225,No,NA,28.7,29.28342455,1.56575,31.325,1.60625
243,322,sugar maple,C-19-S,Control,Control,2019,South,small,,Yes,NA,NA,7,11.19,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,33.92,No,NA,23.075,23.5440774,1.477,31.325,1.60625
244,323,sugar maple,C-19-S,Control,Control,2019,South,small,,Yes,NA,NA,5.6,9.76,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,37.1425,No,NA,22.35,22.80433933,1.46525,31.325,1.60625
245,324,sugar maple,C-19-S,Control,Control,2019,South,small,,Yes,NA,NA,3.9,4.8,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,28.035,Yes,NA,22.925,23.39102815,1.47475,31.325,1.60625
246,325,sugar maple,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,small,,Yes,NA,NA,5.8,6.67,,NA,NA,No,Yes,No,No,Yes,No,No,Yes,Yes,No,NA,30.5375,No,NA,14.375,16.3531079,1.34375,27.575,1.546
247,326,sugar maple,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,small,,Yes,NA,NA,3.9,4.42,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,28.53,No,NA,16.1,18.31548085,1.37025,27.575,1.546
248,327,sugar maple,C-19-S,Control,Control,2019,South,small,,Yes,NA,NA,3.6,6.64,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,21.5575,No,NA,20.425,20.8402072,1.43775,31.325,1.60625
249,328,elm,C-19-S,Control,Control,2019,South,small,,Yes,NA,NA,5,6.35,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,30.07,Yes,NA,23.2,23.67161845,1.4805,31.325,1.60625
250,329,sugar maple,C-19-S,Control,Control,2019,South,small,,Yes,NA,NA,5.1,7.96,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,34.205,No,NA,18.375,18.74853401,1.40475,31.325,1.60625
251,33,sugar maple,IC-18-S,IC,IC,2018,South,Large,,Yes,11.1,12.1,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,32.1575,Yes,NA,20.3,28.90250196,1.435,18.425,1.4065
252,330,sugar maple,IC+TSI-19-M,IC+TSI,Control,2019,Middle,small,,Yes,NA,NA,7.1,10.69,two measures,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,38.36875,No,NA,34.95,35.66047694,1.683,31.325,1.60625
253,331,red maple,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,small,,Yes,NA,NA,6.1,9.32,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,29.11,Yes,NA,22.925,27.44188819,1.475,25.675,1.51725
254,332,red maple,IC+TSI-19-M,IC+TSI,Control,2019,Middle,small,,Yes,NA,NA,8.1,11.84,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,39.16,No,NA,16.725,19.02648554,1.37975,27.575,1.546
255,333,sugar maple,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,Large,,Yes,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,NA,No,NA,16.2,19.39186865,1.3725,25.675,1.51725
256,334,red maple,IC+TSI-19-M,IC+TSI,Control,2019,Middle,small,Target Tree fallen down,No,NA,NA,7.2,10.1,,NA,NA,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,NA,NA,No,NA,NA,NA,NA,27.575,1.546
257,335,sugar maple,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,small,,Yes,NA,NA,3.9,4.54,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,32.4725,Yes,NA,22.35,25.42552776,1.46575,27.575,1.546
258,336,sugar maple,IC+TSI-19-M,IC+TSI,Control,2019,Middle,small,,Yes,NA,NA,4.2,6.19,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,41.5025,Yes,NA,14.075,16.01182565,1.3395,27.575,1.546
259,337,sugar maple,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,small,,Yes,NA,NA,4.6,4.65,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,27.445,Yes,NA,26.5,30.1465989,1.52925,27.575,1.546
260,338,elm,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,small,,Yes,NA,NA,7.3,10.02,,NA,NA,No,Yes,No,No,Yes,No,No,Yes,Yes,No,NA,29.2875,Yes,NA,25.55,29.06587177,1.51925,27.575,1.546
261,339,red maple,IC+TSI-19-M,IC+TSI,Control,2019,Middle,small,,Yes,NA,NA,5.5,6.96,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,39.575,Yes,NA,15.55,17.68979672,1.362,27.575,1.546
262,34,tulip poplar,IC-18-S,IC,IC,2018,South,Large,,Yes,20.1,20.9,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,33.12,Yes,NA,31.825,34.81092651,1.619,28.975,1.57225
263,340,red maple,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,small,,Yes,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,24.6975,No,NA,16.775,20.08016028,1.381,25.675,1.51725
264,341,sugar maple,IC+TSI-19-M,IC+TSI,Control,2019,Middle,small,,Yes,NA,NA,4.2,7.54,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,39.5675,Yes,NA,23.325,26.53469508,1.483,27.575,1.546
265,342,elm,IC+TSI-19-M,IC+TSI,Control,2019,Middle,small,,Yes,NA,NA,3.3,3.73,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,36.885,Yes,NA,18.2,19.93604378,1.40325,28.925,1.5675
266,343,red maple,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,small,,Yes,NA,NA,6.4,8.66,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,NA,37.0675,No,NA,15.325,17.43383503,1.3575,27.575,1.546
267,344,tulip poplar,C-18-S,Control,Control,2018,South,Large,,Yes,62.8,63.9,NA,NA,NA,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,NA,32.76,Yes,NA,16.375,16.375,1.37425,31.975,1.61625
268,345,sugar maple,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,Large,,Yes,16.7,16.7,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,19.715,29.7825,No,10.0675,8.05,9.636082879,1.241,25.675,1.51725
269,346,sugar maple,IC-18-N,IC,IC,2018,North,Large,,Yes,8.8,8.8,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,18.895,35.0125,Yes,16.1175,23.7,25.9606724,1.48775,28.925,1.5675
270,347,sugar maple,IC-19-N,IC,Control,2019,North,small,,Yes,NA,NA,2.5,4.52,,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,34.365,Yes,NA,13.9,16.63870211,1.33675,25.675,1.51725
271,348,sugar maple,IC-19-N,IC,Control,2019,North,small,,Yes,NA,NA,5.8,7.43,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,43.88,Yes,NA,30.95,37.04804535,1.6,25.675,1.51725
272,349,red maple,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,small,,Yes,NA,NA,7.2,9.51,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,37.6075,Yes,NA,23.825,27.10349883,1.49375,27.575,1.546
273,35,sugar maple,IC-18-S,IC,IC,2018,South,Large,,Yes,24.2,24.6,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,26.8075,33.66,Yes,6.8525,14.875,21.17855747,1.3515,18.425,1.4065
274,350,elm,IC-18-N,IC,IC,2018,North,small,,Yes,NA,NA,8.7,12.67,two measures,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,37.8025,Yes,NA,34.75,38.06469898,1.67675,28.925,1.5675
275,351,red maple,IC-19-N,IC,Control,2019,North,small,,Yes,NA,NA,4.25,7.44,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,32.63,Yes,NA,26.075,31.21252932,1.52275,25.675,1.51725
276,352,red maple,IC-19-N,IC,Control,2019,North,small,,Yes,NA,NA,5.4,7.2,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,38.21,No,NA,21.225,25.40693902,1.4485,25.675,1.51725
277,353,red maple,IC-19-N,IC,Control,2019,North,small,,Yes,NA,NA,5.1,8.43,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,29.7525,Yes,NA,24.95,29.86587178,1.513,25.675,1.51725
278,354,sugar maple,IC-18-N,IC,IC,2018,North,small,,Yes,NA,NA,5.6,8.51,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,38.1075,No,NA,19.85,22.58150899,1.42825,27.575,1.546
279,355,red maple,IC+TSI-19-N,IC+TSI,Control,2019,North,small,,Yes,NA,NA,6.3,8.94,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,29.1725,Yes,NA,16.175,19.72869429,1.37175,24.95,1.5055
280,356,red maple,IC+TSI-19-N,IC+TSI,Control,2019,North,small,,Yes,NA,NA,7.3,12.72,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,35.6975,No,NA,8.6,10.48944488,1.25075,24.95,1.5055
281,357,sugar maple,IC+TSI-19-N,IC+TSI,Control,2019,North,small,,Yes,NA,NA,2.5,3.28,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,23.8425,Yes,NA,22.825,27.83971853,1.4735,24.95,1.5055
282,358,sugar maple,IC-18-N,IC,IC,2018,North,small,,Yes,NA,NA,2.7,4.19,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,28.49,Yes,NA,35.225,38.58500782,1.67075,28.925,1.5675
283,359,sugar maple,IC+TSI-19-N,IC+TSI,Control,2019,North,small,,Yes,NA,NA,7.4,9.86,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,23.1775,No,NA,14.1,17.19781079,1.33975,24.95,1.5055
284,36,sugar maple,IC-18-S,IC,IC,2018,South,Large,,Yes,18.2,18.4,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,32.735,Yes,NA,6.075,8.297908523,1.20675,20.275,1.4355
285,360,sugar maple,IC-18-N,IC,IC,2018,North,small,,Yes,NA,NA,3.8,9.52,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,31.42,No,NA,21.075,23.97507819,1.44825,27.575,1.546
286,361,red maple,IC-19-N,IC,Control,2019,North,small,,Yes,NA,NA,6.6,8.38,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,39.2175,Yes,NA,21.925,26.24485927,1.4595,25.675,1.51725
287,362,red maple,IC+TSI-19-N,IC+TSI,Control,2019,North,small,,Yes,NA,NA,5.9,8.16,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,40.4,Yes,NA,18.75,22.86942924,1.411,24.95,1.5055
288,363,sugar maple,IC+TSI-19-N,IC+TSI,Control,2019,North,small,,Yes,NA,NA,5.7,10.9,,NA,NA,No,No,No,No,No,No,Yes,Yes,Yes,No,NA,22.755,No,NA,11.8,14.39249414,1.30325,24.95,1.5055
289,364,sugar maple,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,small,,Yes,NA,NA,3.4,5.65,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,30.45,Yes,NA,28.925,34.62406177,1.57625,25.675,1.51725
290,365,red maple,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,small,,Yes,NA,NA,8.7,13,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,33.915,No,NA,21.025,25.16753323,1.44575,25.675,1.51725
291,366,sugar maple,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,small,,Yes,NA,NA,4.3,6.52,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,25.235,Yes,NA,17.325,20.73852619,1.38925,25.675,1.51725
292,367,red maple,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,small,,Yes,NA,NA,11.1,13.58,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,25.445,No,NA,9.65,11.55132916,1.26825,25.675,1.51725
293,368,sugar maple,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,small,,Yes,NA,NA,7,11.02,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,33.2675,Yes,NA,10.775,12.89798671,1.28525,25.675,1.51725
294,369,sugar maple,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,small,,Yes,NA,NA,3.7,4.86,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,23.5225,Yes,NA,10.7,12.80820954,1.28525,25.675,1.51725
295,37,sugar maple,IC-18-S,IC,IC,2018,South,Large,,Yes,13.9,14.3,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,28.685,Yes,NA,7.525,10.27847928,1.23225,20.275,1.4355
296,371,red maple,IC-19-N,IC,Control,2019,North,Large,,Yes,14.7,14.9,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,29.9425,42.9375,Yes,12.995,34.5,41.29749805,2.40525,25.675,1.51725
297,372,red maple,IC+TSI-19-N,IC+TSI,Control,2019,North,Large,,Yes,19.25,19.3,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,27.9375,40.81,Yes,12.8725,11.375,13.87412041,1.29575,24.95,1.5055
298,373,tulip poplar,IC+TSI-19-N,IC+TSI,Control,2019,North,Large,,Yes,26.7,27.3,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,22.695,40.9725,Yes,18.2775,15.075,18.0452111,1.3545,25.675,1.51725
299,374,tulip poplar,IC+TSI-18-N,IC+TSI,IC+TSI,2018,North,Large,Tree Girdled,No,31.5,,NA,NA,NA,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,16.4875,34.4725,No,17.985,24.675,28.07046521,1.5085,27.575,1.546
300,375,red maple,IC+TSI-19-N,IC+TSI,Control,2019,North,Large,,Yes,13.8,13.8,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,22.89,37.5875,Yes,14.6975,15.775,18.88313135,1.36475,25.675,1.51725
301,376,red maple,IC-18-N,IC,IC,2018,North,Large,,Yes,13.3,13.2,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,16.965,29.1375,No,12.1725,35.175,38.53023847,1.684,28.925,1.5675
302,377,red maple,IC+TSI-19-M,IC+TSI,Control,2019,Middle,Large,,Yes,10.4,10.4,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,38.835,No,NA,19.175,21.00404613,1.41925,28.925,1.5675
303,378,red maple,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,Large,,Yes,15.9,15.9,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,NA,36.5675,Yes,NA,27.825,31.65392885,1.553,27.575,1.546
304,379,red maple,IC+TSI-19-M,IC+TSI,Control,2019,Middle,Large,,Yes,19.6,19.8,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,20.51,34.6,Yes,14.09,21.85,23.93420641,1.458,28.925,1.5675
305,38,sugar maple,IC-18-S,IC,IC,2018,South,Large,,Yes,20.9,21,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,26.565,Yes,NA,9.05,12.36149336,1.25825,20.275,1.4355
306,380,sugar maple,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,Large,,Yes,9.4,9.3,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,21.865,34.31,No,12.445,18.275,20.78977717,1.404,27.575,1.546
307,381,red maple,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,Large,,Yes,23.3,23.7,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,22.115,35.6025,No,13.4875,24.7,29.56661454,1.50225,25.675,1.51725
308,382,red maple,IC+TSI-19-M,IC+TSI,Control,2019,Middle,Large,,Yes,18.6,18.9,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,28.3325,30.3675,No,2.035,19.775,21.66127834,1.42675,28.925,1.5675
309,383,tulip poplar,IC+TSI-19-M,IC+TSI,Control,2019,Middle,Large,,Yes,28.3,29.6,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,32.6175,34.5025,No,1.885,18.275,20.01819781,1.40425,28.925,1.5675
310,384,red maple,C-19-S,Control,Control,2019,South,Large,,Yes,18,18.1,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,31.055,39.8675,Yes,8.8125,26,26.52853792,1.52225,31.325,1.60625
311,385,sugar maple,C-19-S,Control,Control,2019,South,Large,,Yes,15,15.1,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,24.03,27.215,No,3.185,14.925,15.2284011,1.353,31.325,1.60625
312,386,red maple,C-18-S,Control,Control,2018,South,Large,,Yes,NA,21,NA,NA,NA,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,NA,33.1825,No,NA,18.95,18.95,1.4135,31.975,1.61625
313,387,sugar maple,C-18-S,Control,Control,2018,South,Large,,Yes,NA,10.8,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,25.9925,26.8225,Yes,0.83,23.975,26.11194293,1.49075,29.125,1.572
314,388,red maple,C-18-S,Control,Control,2018,South,Large,,Yes,NA,16.8,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,35.71,Yes,NA,23.75,25.86688819,1.4865,29.125,1.572
315,389,sugar maple,C-18-S,Control,Control,2018,South,Large,,Yes,NA,20.2,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,20.905,32.675,No,11.77,26.95,29.35211102,1.53675,29.125,1.572
